country,country_iso3,year,type,patch_id,station_count,capacity_gw
Dem. Rep. Congo,COD,2040,solar,R04C07,1988,19.523608
Dem. Rep. Congo,COD,2040,wind,R03C07,151,1.87175
Dem. Rep. Congo,COD,2040,wind,R03C08,149,11.333859
Dem. Rep. Congo,COD,2040,wind,R04C07,1882,25.174041
Dem. Rep. Congo,COD,2040,wind,R04C08,2,0.033628
Dem. Rep. Congo,COD,2050,solar,R03C07,112,1.0248
Dem. Rep. Congo,COD,2050,solar,R03C08,69,0.241786
Dem. Rep. Congo,COD,2050,solar,R04C07,2042,25.568846
Dem. Rep. Congo,COD,2050,wind,R03C07,151,2.521664
Dem. Rep. Congo,COD,2050,wind,R03C08,149,14.984706
Dem. Rep. Congo,COD,2050,wind,R04C07,1930,35.539965
Dem. Rep. Congo,COD,2050,wind,R04C08,2,0.051284
Denmark,DNK,2030,solar,R02C07,175,0.845553
Denmark,DNK,2030,wind,R02C07,196,1.937513
Denmark,DNK,2040,solar,R02C07,175,0.917556
Denmark,DNK,2040,wind,R02C07,197,2.2315
Denmark,DNK,2050,solar,R02C07,175,1.069471
Denmark,DNK,2050,wind,R02C07,242,4.038843
Djibouti,DJI,2030,solar,R03C08,35,0.572693
Djibouti,DJI,2030,wind,R03C08,15,0.096729
Djibouti,DJI,2040,solar,R03C08,35,0.642382
Djibouti,DJI,2040,wind,R03C08,15,0.107433
Djibouti,DJI,2050,solar,R03C08,35,0.887767
Djibouti,DJI,2050,wind,R03C08,92,0.345106
Dominican Rep.,DOM,2030,solar,R03C04,217,3.336702
Dominican Rep.,DOM,2030,wind,R03C04,226,2.455435
Dominican Rep.,DOM,2040,solar,R03C04,218,3.829681
Dominican Rep.,DOM,2040,wind,R03C04,226,2.532392
Dominican Rep.,DOM,2050,solar,R03C04,220,5.055765
Dominican Rep.,DOM,2050,wind,R03C04,226,3.642987
Ecuador,ECU,2030,solar,R04C04,228,2.349964
Ecuador,ECU,2030,wind,R03C04,159,0.947885
Ecuador,ECU,2030,wind,R04C04,355,2.57639
Ecuador,ECU,2040,solar,R04C04,228,2.722746
Ecuador,ECU,2040,wind,R03C04,159,1.033642
Ecuador,ECU,2040,wind,R04C04,356,2.79131
Ecuador,ECU,2050,solar,R04C04,228,3.663094
Ecuador,ECU,2050,wind,R03C04,159,1.299957
Ecuador,ECU,2050,wind,R04C04,388,3.94231
Egypt,EGY,2030,solar,R02C07,250,2.379959
Egypt,EGY,2030,solar,R02C08,170,1.29182
Egypt,EGY,2030,solar,R03C07,221,2.810417
Egypt,EGY,2030,solar,R03C08,894,27.302549
Egypt,EGY,2030,wind,R02C07,160,1.672115
Egypt,EGY,2030,wind,R02C08,467,3.155749
Egypt,EGY,2030,wind,R03C07,16,1.008037
Egypt,EGY,2030,wind,R03C08,543,4.220053
Egypt,EGY,2040,solar,R02C07,250,2.657804
Egypt,EGY,2040,solar,R02C08,170,1.368054
Egypt,EGY,2040,solar,R03C07,221,3.253236
Egypt,EGY,2040,solar,R03C08,894,29.733399
Egypt,EGY,2040,wind,R02C07,160,1.786335
Egypt,EGY,2040,wind,R02C08,467,3.635
Egypt,EGY,2040,wind,R03C07,16,1.049854
Egypt,EGY,2040,wind,R03C08,583,6.64097
Egypt,EGY,2050,solar,R02C07,250,3.607658
Egypt,EGY,2050,solar,R02C08,179,1.923553
Egypt,EGY,2050,solar,R03C07,221,4.583386
Egypt,EGY,2050,solar,R03C08,922,35.822772
Egypt,EGY,2050,wind,R02C07,203,2.889817
Egypt,EGY,2050,wind,R02C08,467,5.184831
Egypt,EGY,2050,wind,R03C07,16,1.365518
Egypt,EGY,2050,wind,R03C08,671,9.632001
El Salvador,SLV,2030,solar,R03C04,125,0.713673
El Salvador,SLV,2030,wind,R03C04,86,0.304059
El Salvador,SLV,2040,solar,R03C04,125,0.743181
El Salvador,SLV,2040,wind,R03C04,86,0.32711
El Salvador,SLV,2050,solar,R03C04,125,0.97833
El Salvador,SLV,2050,wind,R03C04,86,0.436582
Eq. Guinea,GNQ,2030,solar,R03C07,140,0.854274
Eq. Guinea,GNQ,2040,solar,R03C07,140,0.989435
Eq. Guinea,GNQ,2050,solar,R03C07,140,1.093318
Eritrea,ERI,2030,solar,R03C08,142,3.202051
Eritrea,ERI,2030,wind,R03C08,221,2.015953
Eritrea,ERI,2040,solar,R03C08,142,3.40373
Eritrea,ERI,2040,wind,R03C08,221,2.14862
Eritrea,ERI,2050,solar,R03C08,142,4.192834
Eritrea,ERI,2050,wind,R03C08,221,2.866439
Estonia,EST,2030,solar,R02C07,214,0.591554
Estonia,EST,2030,wind,R02C07,200,1.044569
Estonia,EST,2040,solar,R02C07,214,0.625606
Estonia,EST,2040,wind,R02C07,200,1.086819
Estonia,EST,2050,solar,R02C07,215,0.809053
Estonia,EST,2050,wind,R02C07,224,1.79147
Ethiopia,ETH,2030,solar,R03C08,2456,34.947402
Ethiopia,ETH,2030,wind,R03C08,2304,29.13418
Ethiopia,ETH,2040,solar,R03C08,2462,38.719803
Ethiopia,ETH,2040,wind,R03C08,2309,32.194736
Ethiopia,ETH,2050,solar,R03C08,2464,47.477632
Ethiopia,ETH,2050,wind,R03C08,2390,43.772118
