country,country_iso3,year,type,station_count,capacity_gw
Costa Rica,CRI,2050,wind,83,3.372408
Croatia,HRV,2030,solar,317,1.259269
Croatia,HRV,2030,wind,379,5.712284
Croatia,HRV,2040,solar,413,2.42783
Croatia,HRV,2040,wind,379,9.580363
Croatia,HRV,2050,solar,417,2.469395
Croatia,HRV,2050,wind,444,15.207822
Cuba,CUB,2030,solar,515,9.463445
Cuba,CUB,2030,wind,633,10.308148
Cuba,CUB,2040,solar,516,13.891043
Cuba,CUB,2040,wind,636,19.615125
Cuba,CUB,2050,solar,516,14.27085
Cuba,CUB,2050,wind,749,33.808335
Czechia,CZE,2030,solar,506,2.218512
Czechia,CZE,2030,wind,836,11.972862
Czechia,CZE,2040,solar,592,3.51998
Czechia,CZE,2040,wind,847,20.546852
Czechia,CZE,2050,solar,592,3.57969
Czechia,CZE,2050,wind,987,24.065804
Côte d'Ivoire,CIV,2030,solar,1233,11.798423
Côte d'Ivoire,CIV,2030,wind,1267,24.391717
Côte d'Ivoire,CIV,2040,solar,1234,18.960378
Côte d'Ivoire,CIV,2040,wind,1267,38.892099
Côte d'Ivoire,CIV,2050,solar,1742,30.82939
Côte d'Ivoire,CIV,2050,wind,1810,59.972642
Dem. Rep. Congo,COD,2030,solar,2591,22.103846
Dem. Rep. Congo,COD,2030,wind,1225,9.165707
Dem. Rep. Congo,COD,2040,solar,2595,36.804831
Dem. Rep. Congo,COD,2040,wind,1225,16.921182
Dem. Rep. Congo,COD,2050,solar,3324,51.180342
Dem. Rep. Congo,COD,2050,wind,2577,39.275879
Denmark,DNK,2030,solar,174,0.41979
Denmark,DNK,2030,wind,341,2.962437
Denmark,DNK,2040,solar,189,0.751553
Denmark,DNK,2040,wind,342,5.318571
Denmark,DNK,2050,solar,189,0.885248
Denmark,DNK,2050,wind,475,8.023647
Djibouti,DJI,2030,solar,104,2.34304
Djibouti,DJI,2030,wind,88,0.996322
Djibouti,DJI,2040,solar,104,3.295223
Djibouti,DJI,2040,wind,88,1.862909
Djibouti,DJI,2050,solar,104,3.891171
Djibouti,DJI,2050,wind,97,2.852631
Dominican Rep.,DOM,2030,solar,208,2.820879
Dominican Rep.,DOM,2030,wind,174,2.875686
Dominican Rep.,DOM,2040,solar,209,4.57481
Dominican Rep.,DOM,2040,wind,174,4.83982
Dominican Rep.,DOM,2050,solar,227,5.327308
Dominican Rep.,DOM,2050,wind,174,5.527678
Ecuador,ECU,2030,solar,509,5.389017
Ecuador,ECU,2030,wind,148,4.880352
Ecuador,ECU,2040,solar,509,8.703645
Ecuador,ECU,2040,wind,148,8.91402
Ecuador,ECU,2050,solar,706,11.430208
Ecuador,ECU,2050,wind,363,13.215163
Egypt,EGY,2030,solar,1731,43.20331
Egypt,EGY,2030,wind,972,10.611345
Egypt,EGY,2040,solar,1732,69.997729
Egypt,EGY,2040,wind,972,18.555548
Egypt,EGY,2050,solar,1960,106.775896
Egypt,EGY,2050,wind,1563,36.680379
El Salvador,SLV,2030,solar,61,0.479322
El Salvador,SLV,2030,wind,64,1.928139
El Salvador,SLV,2040,solar,62,0.831729
El Salvador,SLV,2040,wind,64,3.612034
El Salvador,SLV,2050,solar,79,0.912172
El Salvador,SLV,2050,wind,133,3.779992
Eq. Guinea,GNQ,2030,solar,72,0.538437
Eq. Guinea,GNQ,2030,wind,21,0.582604
Eq. Guinea,GNQ,2040,solar,72,0.818534
Eq. Guinea,GNQ,2040,wind,21,1.090926
Eq. Guinea,GNQ,2050,solar,72,0.818539
Eq. Guinea,GNQ,2050,wind,41,1.31573
Eritrea,ERI,2030,solar,142,2.074611
Eritrea,ERI,2030,wind,121,2.330307
Eritrea,ERI,2040,solar,142,3.772081
Eritrea,ERI,2040,wind,121,4.474372
Eritrea,ERI,2050,solar,142,5.594376
Eritrea,ERI,2050,wind,166,13.194497
Estonia,EST,2030,solar,178,0.487515
Estonia,EST,2030,wind,383,2.013652
Estonia,EST,2040,solar,179,0.674521
Estonia,EST,2040,wind,383,3.433224
Estonia,EST,2050,solar,277,0.928415
Estonia,EST,2050,wind,464,6.352646
Ethiopia,ETH,2030,solar,2049,36.54205
Ethiopia,ETH,2030,wind,2344,30.655256
Ethiopia,ETH,2040,solar,2061,61.382806
Ethiopia,ETH,2040,wind,2345,54.429276
Ethiopia,ETH,2050,solar,2278,73.718195
Ethiopia,ETH,2050,wind,3091,87.001035
France,-99,2030,solar,2682,21.018822
France,-99,2030,wind,2723,31.10741
France,-99,2040,solar,5744,65.834605
France,-99,2040,wind,2724,53.580322
France,-99,2050,solar,5744,65.834931
France,-99,2050,wind,4277,96.489389
Gabon,GAB,2030,solar,231,1.934011
Gabon,GAB,2030,wind,296,5.635282
Gabon,GAB,2040,solar,232,3.098345
Gabon,GAB,2040,wind,296,9.7867
Gabon,GAB,2050,solar,282,4.32861
Gabon,GAB,2050,wind,415,14.080786
Gambia,GMB,2030,solar,34,0.989876
Gambia,GMB,2030,wind,62,0.33371
Gambia,GMB,2040,solar,34,1.409031
Gambia,GMB,2040,wind,62,0.595655
Gambia,GMB,2050,solar,34,1.630464
Gambia,GMB,2050,wind,62,0.900299
Georgia,GEO,2030,solar,50,0.253978
Georgia,GEO,2030,wind,234,4.039187
Georgia,GEO,2040,solar,50,0.37424
Georgia,GEO,2040,wind,234,7.090388
Georgia,GEO,2050,solar,50,0.37424
Georgia,GEO,2050,wind,436,8.905945
Germany,DEU,2030,solar,2378,14.585001
Germany,DEU,2030,wind,2609,25.618601
Germany,DEU,2040,solar,4271,50.777614
Germany,DEU,2040,wind,2609,45.706557
Germany,DEU,2050,solar,4414,53.481162
Germany,DEU,2050,wind,3503,94.704887
Ghana,GHA,2030,solar,1185,13.621319
Ghana,GHA,2030,wind,954,10.609821
Ghana,GHA,2040,solar,1186,21.57108
Ghana,GHA,2040,wind,954,17.972698
Ghana,GHA,2050,solar,1187,28.221294
Ghana,GHA,2050,wind,1302,28.50626
Greece,GRC,2030,solar,109,0.334062
Greece,GRC,2030,wind,446,5.211054
Greece,GRC,2040,solar,513,3.220022
Greece,GRC,2040,wind,446,9.321015
Greece,GRC,2050,solar,513,3.220022
Greece,GRC,2050,wind,674,14.592405
Guatemala,GTM,2030,solar,326,3.550911
Guatemala,GTM,2030,wind,389,2.5635
Guatemala,GTM,2040,solar,326,4.731372
Guatemala,GTM,2040,wind,390,4.541112
Guatemala,GTM,2050,solar,375,5.339696
Guatemala,GTM,2050,wind,486,16.490551
Guinea,GIN,2030,solar,863,5.899507
Guinea,GIN,2030,wind,849,11.701416
Guinea,GIN,2040,solar,863,9.216405
Guinea,GIN,2040,wind,849,20.134267
Guinea,GIN,2050,solar,994,19.145185
Guinea,GIN,2050,wind,1113,30.039022
Guinea-Bissau,GNB,2030,solar,20,0.219504
Guinea-Bissau,GNB,2030,wind,42,0.200259
Guinea-Bissau,GNB,2040,solar,20,0.252041
Guinea-Bissau,GNB,2040,wind,42,0.341843
Guinea-Bissau,GNB,2050,solar,20,0.252041
Guinea-Bissau,GNB,2050,wind,42,0.498207
Guyana,GUY,2030,solar,117,1.344337
Guyana,GUY,2030,wind,40,0.189778
Guyana,GUY,2040,solar,117,2.383294
Guyana,GUY,2040,wind,40,0.354807
Guyana,GUY,2050,solar,150,5.435021
Guyana,GUY,2050,wind,40,0.718097
Haiti,HTI,2030,solar,136,3.009205
Haiti,HTI,2030,wind,52,0.164418
Haiti,HTI,2040,solar,138,3.407864
Haiti,HTI,2040,wind,52,0.298744
Haiti,HTI,2050,solar,138,3.518473
Haiti,HTI,2050,wind,136,0.620079
Honduras,HND,2030,solar,252,0.888786
Honduras,HND,2030,wind,199,2.389661
Honduras,HND,2040,solar,257,1.354348
Honduras,HND,2040,wind,199,4.423877
Honduras,HND,2050,solar,428,2.199018
Honduras,HND,2050,wind,402,5.621572
Hungary,HUN,2030,solar,620,2.848979
Hungary,HUN,2030,wind,692,11.926254
Hungary,HUN,2040,solar,624,4.746674
Hungary,HUN,2040,wind,692,22.153252
Hungary,HUN,2050,solar,682,7.27484
Hungary,HUN,2050,wind,1043,47.233107
Iceland,ISL,2030,solar,123,0.567658
Iceland,ISL,2040,solar,123,0.684364
Iceland,ISL,2050,solar,143,0.802157
India,IND,2030,solar,12377,149.001742
India,IND,2030,wind,17614,301.244596
India,IND,2040,solar,12451,216.17634
India,IND,2040,wind,17614,525.365355
India,IND,2050,solar,14682,258.688842
India,IND,2050,wind,21565,748.545394
Indonesia,IDN,2030,solar,3473,39.285618
Indonesia,IDN,2030,wind,3490,41.512907
Indonesia,IDN,2040,solar,3485,59.379361
Indonesia,IDN,2040,wind,3493,73.803791
Indonesia,IDN,2050,solar,4348,79.428489
Indonesia,IDN,2050,wind,5749,164.696197
Iran,IRN,2030,solar,8674,282.429101
Iran,IRN,2030,wind,7898,136.239557
Iran,IRN,2040,solar,8690,425.75823
Iran,IRN,2040,wind,7899,239.237978
Iran,IRN,2050,solar,9161,508.746893
Iran,IRN,2050,wind,9694,423.708852
Iraq,IRQ,2030,solar,1852,30.83107
Iraq,IRQ,2030,wind,1242,14.178554
Iraq,IRQ,2040,solar,1855,55.663977
Iraq,IRQ,2040,wind,1242,25.961824
Iraq,IRQ,2050,solar,2110,90.663683
Iraq,IRQ,2050,wind,2116,81.65165
Ireland,IRL,2030,solar,528,11.196084
Ireland,IRL,2030,wind,482,2.384564
Ireland,IRL,2040,solar,528,12.738224
Ireland,IRL,2040,wind,482,4.193169
Ireland,IRL,2050,solar,644,14.292459
Ireland,IRL,2050,wind,548,5.44009
Israel,ISR,2030,solar,178,2.141102
Israel,ISR,2030,wind,132,1.720506
Israel,ISR,2040,solar,178,3.469175
Israel,ISR,2040,wind,132,3.075674
Israel,ISR,2050,solar,208,7.610451
Israel,ISR,2050,wind,203,5.617292
Italy,ITA,2030,solar,754,5.484693
Italy,ITA,2030,wind,988,12.532412
Italy,ITA,2040,solar,1744,18.963435
Italy,ITA,2040,wind,989,22.635471
Italy,ITA,2050,solar,1744,18.971099
Italy,ITA,2050,wind,1965,43.610394
Jamaica,JAM,2030,wind,6,0.170911
Jamaica,JAM,2040,wind,6,0.320119
Jamaica,JAM,2050,wind,19,0.784555
Japan,JPN,2030,solar,877,12.873931
Japan,JPN,2030,wind,756,13.435661
Japan,JPN,2040,solar,879,19.137308
Japan,JPN,2040,wind,758,24.002277
Japan,JPN,2050,solar,1017,23.803909
Japan,JPN,2050,wind,1421,35.612614
Jordan,JOR,2030,solar,448,9.852695
Jordan,JOR,2030,wind,224,3.782481
Jordan,JOR,2040,solar,449,18.329897
Jordan,JOR,2040,wind,224,6.941097
Jordan,JOR,2050,solar,517,28.559396
Jordan,JOR,2050,wind,525,31.184272
Kazakhstan,KAZ,2030,solar,8375,160.088486
Kazakhstan,KAZ,2030,wind,8341,159.917414
Kazakhstan,KAZ,2040,solar,8381,237.610135
Kazakhstan,KAZ,2040,wind,8497,285.792177
Kazakhstan,KAZ,2050,solar,10082,303.355315
Kazakhstan,KAZ,2050,wind,11611,556.835647
Kenya,KEN,2030,solar,1334,18.640841
Kenya,KEN,2030,wind,1130,7.61105
Kenya,KEN,2040,solar,1344,30.231624
Kenya,KEN,2040,wind,1130,13.570852
Kenya,KEN,2050,solar,1549,48.057313
Kenya,KEN,2050,wind,1794,29.376758
Kosovo,-99,2030,solar,30,0.036834
Kosovo,-99,2030,wind,50,1.369233
Kosovo,-99,2040,solar,80,0.227348
Kosovo,-99,2040,wind,50,2.403241
Kosovo,-99,2050,solar,80,0.227349
Kosovo,-99,2050,wind,109,2.713276
Kuwait,KWT,2030,solar,101,3.897101
Kuwait,KWT,2030,wind,61,0.193221
Kuwait,KWT,2040,solar,101,7.545873
Kuwait,KWT,2040,wind,61,0.326741
Kuwait,KWT,2050,solar,110,9.046444
Kuwait,KWT,2050,wind,104,1.845978
Kyrgyzstan,KGZ,2030,solar,201,1.793934
Kyrgyzstan,KGZ,2030,wind,303,1.659655
Kyrgyzstan,KGZ,2040,solar,201,2.548176
Kyrgyzstan,KGZ,2040,wind,303,2.927007
Kyrgyzstan,KGZ,2050,solar,208,2.611631
Kyrgyzstan,KGZ,2050,wind,569,8.201253
Laos,LAO,2030,solar,477,5.186455
Laos,LAO,2030,wind,894,12.199213
Laos,LAO,2040,solar,480,8.462036
Laos,LAO,2040,wind,894,21.547881
Laos,LAO,2050,solar,533,9.556258
Laos,LAO,2050,wind,1062,29.462161
Latvia,LVA,2030,solar,453,1.417665
Latvia,LVA,2030,wind,532,1.319531
Latvia,LVA,2040,solar,453,1.916952
Latvia,LVA,2040,wind,532,2.325234
Latvia,LVA,2050,solar,525,2.476148
Latvia,LVA,2050,wind,644,4.908589
Lebanon,LBN,2030,solar,29,0.031251
Lebanon,LBN,2040,solar,30,0.057389
Lebanon,LBN,2050,solar,30,0.079192
Lebanon,LBN,2050,wind,8,0.014458
Lesotho,LSO,2030,solar,57,0.615185
Lesotho,LSO,2030,wind,16,0.018664
Lesotho,LSO,2040,solar,57,1.103496
Lesotho,LSO,2040,wind,16,0.029854
Lesotho,LSO,2050,solar,95,1.30981
Lesotho,LSO,2050,wind,63,0.254264
Liberia,LBR,2030,solar,92,0.205034
Liberia,LBR,2030,wind,212,4.115195
Liberia,LBR,2040,solar,92,0.376805
Liberia,LBR,2040,wind,212,7.446695
Liberia,LBR,2050,solar,92,0.529835
Liberia,LBR,2050,wind,289,10.580028
Libya,LBY,2030,solar,2245,62.408261
Libya,LBY,2030,wind,959,14.186844
Libya,LBY,2040,solar,2305,98.177008
Libya,LBY,2040,wind,959,26.685527
Libya,LBY,2050,solar,2648,146.970289
Libya,LBY,2050,wind,2328,86.155511
Lithuania,LTU,2030,solar,197,0.443124
Lithuania,LTU,2030,wind,523,5.11771
Lithuania,LTU,2040,solar,197,0.648901
Lithuania,LTU,2040,wind,523,9.368568
Lithuania,LTU,2050,solar,227,0.710544
Lithuania,LTU,2050,wind,826,15.424052
Luxembourg,LUX,2030,solar,18,0.030866
Luxembourg,LUX,2030,wind,14,0.06229
Luxembourg,LUX,2040,solar,31,0.300544
Luxembourg,LUX,2040,wind,14,0.112176
Luxembourg,LUX,2050,solar,31,0.300545
Luxembourg,LUX,2050,wind,15,0.246544
Madagascar,MDG,2030,solar,22,0.240649
Madagascar,MDG,2030,wind,290,5.300102
Madagascar,MDG,2040,solar,23,0.478493
Madagascar,MDG,2040,wind,291,10.293684
Madagascar,MDG,2050,solar,58,0.87974
Madagascar,MDG,2050,wind,472,15.421332
Malawi,MWI,2030,solar,161,0.71602
Malawi,MWI,2030,wind,532,4.523848
Malawi,MWI,2040,solar,162,0.829716
Malawi,MWI,2040,wind,532,7.983368
Malawi,MWI,2050,solar,221,0.903677
Malawi,MWI,2050,wind,706,14.677385
Malaysia,MYS,2030,solar,688,7.89602
Malaysia,MYS,2030,wind,765,9.209512
Malaysia,MYS,2040,solar,690,11.886571
Malaysia,MYS,2040,wind,766,15.309582
Malaysia,MYS,2050,solar,878,15.153784
Malaysia,MYS,2050,wind,953,28.256642
Mali,MLI,2030,solar,1529,31.129832
Mali,MLI,2030,wind,1126,24.059768
Mali,MLI,2040,solar,1529,49.281278
Mali,MLI,2040,wind,1126,43.317126
Mali,MLI,2050,solar,1662,67.736634
Mali,MLI,2050,wind,1468,64.678049
Mauritania,MRT,2030,solar,380,11.274225
Mauritania,MRT,2030,wind,156,1.45182
Mauritania,MRT,2040,solar,380,18.659495
Mauritania,MRT,2040,wind,156,2.539591
Mauritania,MRT,2050,solar,452,23.09918
Mauritania,MRT,2050,wind,332,19.696629
Mexico,MEX,2030,solar,6668,120.56469
Mexico,MEX,2030,wind,6672,80.508743
Mexico,MEX,2040,solar,6689,189.214052
Mexico,MEX,2040,wind,6674,143.589476
Mexico,MEX,2050,solar,8114,256.390774
Mexico,MEX,2050,wind,9680,253.707829
Moldova,MDA,2030,solar,249,0.831176
Moldova,MDA,2030,wind,295,3.525221
Moldova,MDA,2040,solar,252,1.037528
Moldova,MDA,2040,wind,295,6.470401
Moldova,MDA,2050,solar,273,1.060854
Moldova,MDA,2050,wind,384,11.581056
Mongolia,MNG,2030,solar,2482,72.171629
Mongolia,MNG,2030,wind,2360,49.819184
Mongolia,MNG,2040,solar,2482,138.409578
Mongolia,MNG,2040,wind,2360,89.999939
Mongolia,MNG,2050,solar,2852,155.151212
Mongolia,MNG,2050,wind,3532,170.245712
Montenegro,MNE,2030,solar,18,0.010502
Montenegro,MNE,2040,solar,84,0.305306
Montenegro,MNE,2050,solar,84,0.305306
Montenegro,MNE,2050,wind,108,0.178616
Morocco,MAR,2030,solar,1433,41.296691
Morocco,MAR,2030,wind,1839,22.198216
Morocco,MAR,2040,solar,1435,62.572942
Morocco,MAR,2040,wind,1839,40.053457
Morocco,MAR,2050,solar,2007,87.339746
Morocco,MAR,2050,wind,2352,72.837475
Mozambique,MOZ,2030,solar,1620,25.029625
Mozambique,MOZ,2030,wind,1315,14.650683
Mozambique,MOZ,2040,solar,1621,39.753379
Mozambique,MOZ,2040,wind,1315,25.920198
Mozambique,MOZ,2050,solar,2204,63.993255
Mozambique,MOZ,2050,wind,2222,50.641404
Myanmar,MMR,2030,solar,1093,7.727642
Myanmar,MMR,2030,wind,1796,30.477199
Myanmar,MMR,2040,solar,1097,10.450612
Myanmar,MMR,2040,wind,1800,52.939858
Myanmar,MMR,2050,solar,1284,12.258184
Myanmar,MMR,2050,wind,2843,90.815761
Namibia,NAM,2030,solar,2222,42.86902
Namibia,NAM,2030,wind,1318,18.191287
Namibia,NAM,2040,solar,2222,71.759928
Namibia,NAM,2040,wind,1318,32.491421
Namibia,NAM,2050,solar,2550,106.148187
Namibia,NAM,2050,wind,2139,74.694973
Nepal,NPL,2030,solar,298,1.722104
Nepal,NPL,2030,wind,385,7.983295
Nepal,NPL,2040,solar,298,2.451009
Nepal,NPL,2040,wind,385,13.939566
Nepal,NPL,2050,solar,341,2.719689
Nepal,NPL,2050,wind,417,20.042862
Netherlands,NLD,2030,solar,210,3.991523
Netherlands,NLD,2030,wind,49,0.831328
Netherlands,NLD,2040,solar,422,15.347381
Netherlands,NLD,2040,wind,49,1.576425
Netherlands,NLD,2050,solar,422,15.347381
Netherlands,NLD,2050,wind,159,6.333815
New Caledonia,NCL,2030,wind,19,0.761202
New Caledonia,NCL,2040,wind,19,1.424576
New Caledonia,NCL,2050,wind,24,2.472287
New Zealand,NZL,2030,solar,732,8.404744
New Zealand,NZL,2030,wind,594,9.81257
New Zealand,NZL,2040,solar,733,13.035078
New Zealand,NZL,2040,wind,595,18.183799
New Zealand,NZL,2050,solar,978,20.047791
New Zealand,NZL,2050,wind,926,34.690477
Nicaragua,NIC,2030,solar,411,2.271422
Nicaragua,NIC,2030,wind,306,1.127219
Nicaragua,NIC,2040,solar,412,3.677187
Nicaragua,NIC,2040,wind,306,2.193543
