country,country_iso3,year,type,station_count,capacity_gw
Nicaragua,NIC,2050,solar,412,4.385623
Nicaragua,NIC,2050,wind,347,4.88808
Niger,NER,2030,solar,755,19.729024
Niger,NER,2030,wind,364,3.170336
Niger,NER,2040,solar,755,33.533432
Niger,NER,2040,wind,364,5.822054
Niger,NER,2050,solar,857,52.229884
Niger,NER,2050,wind,751,23.417663
Nigeria,NGA,2030,solar,3306,33.262498
Nigeria,NGA,2030,wind,3540,73.86751
Nigeria,NGA,2040,solar,3310,54.725137
Nigeria,NGA,2040,wind,3540,125.291389
Nigeria,NGA,2050,solar,3930,83.887949
Nigeria,NGA,2050,wind,4954,183.51799
North Korea,PRK,2030,solar,37,0.34392
North Korea,PRK,2030,wind,386,4.257279
North Korea,PRK,2040,solar,37,0.382791
North Korea,PRK,2040,wind,386,7.306584
North Korea,PRK,2050,solar,61,0.393495
North Korea,PRK,2050,wind,732,18.293229
North Macedonia,MKD,2030,solar,139,0.429633
North Macedonia,MKD,2030,wind,90,0.785221
North Macedonia,MKD,2040,solar,147,0.559736
North Macedonia,MKD,2040,wind,90,1.364249
North Macedonia,MKD,2050,solar,147,0.559737
North Macedonia,MKD,2050,wind,103,1.605932
Norway,-99,2030,solar,431,1.462959
Norway,-99,2030,wind,221,1.381295
Norway,-99,2040,solar,435,2.130455
Norway,-99,2040,wind,221,2.488023
Norway,-99,2050,solar,715,3.103652
Norway,-99,2050,wind,224,6.182715
Oman,OMN,2030,solar,915,32.924238
Oman,OMN,2030,wind,787,21.584966
Oman,OMN,2040,solar,916,57.628732
Oman,OMN,2040,wind,787,39.060911
Oman,OMN,2050,solar,1249,101.214758
Oman,OMN,2050,wind,1086,75.930082
Pakistan,PAK,2030,solar,3755,106.652658
Pakistan,PAK,2030,wind,3202,78.596294
Pakistan,PAK,2040,solar,3765,162.090537
Pakistan,PAK,2040,wind,3202,133.366737
Pakistan,PAK,2050,solar,4236,197.705833
Pakistan,PAK,2050,wind,4080,196.02162
Palestine,PSE,2030,solar,43,0.193262
Palestine,PSE,2030,wind,19,0.355587
Palestine,PSE,2040,solar,43,0.33102
Palestine,PSE,2040,wind,19,0.617455
Palestine,PSE,2050,solar,44,0.746817
Palestine,PSE,2050,wind,48,1.039428
Panama,PAN,2030,solar,104,0.701024
Panama,PAN,2030,wind,96,0.4943
Panama,PAN,2040,solar,104,1.005313
Panama,PAN,2040,wind,96,0.876579
Panama,PAN,2050,solar,166,1.635374
Panama,PAN,2050,wind,246,7.633124
Papua New Guinea,PNG,2030,solar,136,1.102651
Papua New Guinea,PNG,2030,wind,162,2.72464
Papua New Guinea,PNG,2040,solar,136,1.892075
Papua New Guinea,PNG,2040,wind,162,4.600353
Papua New Guinea,PNG,2050,solar,136,1.98372
Papua New Guinea,PNG,2050,wind,268,6.987066
Paraguay,PRY,2030,solar,1217,24.722596
Paraguay,PRY,2030,wind,996,12.206569
Paraguay,PRY,2040,solar,1218,38.503388
Paraguay,PRY,2040,wind,996,21.467023
Paraguay,PRY,2050,solar,1455,46.23738
Paraguay,PRY,2050,wind,1316,35.691125
Peru,PER,2030,solar,1536,20.257745
Peru,PER,2030,wind,784,9.095017
Peru,PER,2040,solar,1537,34.827607
Peru,PER,2040,wind,785,15.801556
Peru,PER,2050,solar,1854,47.510533
Peru,PER,2050,wind,1025,22.159405
Philippines,PHL,2030,solar,386,4.726863
Philippines,PHL,2030,wind,795,12.304502
Philippines,PHL,2040,solar,386,6.434763
Philippines,PHL,2040,wind,800,21.566927
Philippines,PHL,2050,solar,415,7.185829
Philippines,PHL,2050,wind,1131,34.474811
Poland,POL,2030,solar,1285,4.610517
Poland,POL,2030,wind,2520,24.801034
Poland,POL,2040,solar,1291,6.841334
Poland,POL,2040,wind,2520,42.899914
Poland,POL,2050,solar,1745,10.266779
Poland,POL,2050,wind,3394,80.247235
Portugal,PRT,2030,solar,416,1.742973
Portugal,PRT,2030,wind,295,1.637774
Portugal,PRT,2040,solar,832,5.52778
Portugal,PRT,2040,wind,295,3.077538
Portugal,PRT,2050,solar,832,5.52778
Portugal,PRT,2050,wind,723,16.097564
Puerto Rico,PRI,2030,solar,26,0.229675
Puerto Rico,PRI,2030,wind,13,0.114802
Puerto Rico,PRI,2040,solar,26,0.331135
Puerto Rico,PRI,2040,wind,13,0.208597
Puerto Rico,PRI,2050,solar,26,0.331135
Puerto Rico,PRI,2050,wind,13,0.315949
Qatar,QAT,2030,solar,69,0.871172
Qatar,QAT,2030,wind,12,0.291277
Qatar,QAT,2040,solar,69,1.465086
Qatar,QAT,2040,wind,12,0.474034
Qatar,QAT,2050,solar,73,2.124784
Qatar,QAT,2050,wind,70,11.021582
Romania,ROU,2030,solar,802,2.879793
Romania,ROU,2030,wind,1695,16.977422
Romania,ROU,2040,solar,806,4.757907
Romania,ROU,2040,wind,1695,29.492527
Romania,ROU,2050,solar,940,6.544127
Romania,ROU,2050,wind,2445,51.756287
Russia,RUS,2030,solar,16022,109.650061
Russia,RUS,2030,wind,22612,253.083617
Russia,RUS,2040,solar,16068,158.385018
Russia,RUS,2040,wind,22612,449.6933
Russia,RUS,2050,solar,20080,185.231665
Russia,RUS,2050,wind,32886,832.309718
Rwanda,RWA,2030,solar,77,0.295119
Rwanda,RWA,2030,wind,89,0.852418
Rwanda,RWA,2040,solar,78,0.534946
Rwanda,RWA,2040,wind,89,1.576463
Rwanda,RWA,2050,solar,78,0.748125
Rwanda,RWA,2050,wind,89,1.895995
S. Sudan,SSD,2030,solar,318,7.740318
S. Sudan,SSD,2030,wind,132,2.735655
S. Sudan,SSD,2040,solar,318,13.388851
S. Sudan,SSD,2040,wind,132,5.126911
S. Sudan,SSD,2050,solar,461,19.573962
S. Sudan,SSD,2050,wind,284,13.087813
Saudi Arabia,SAU,2030,solar,5512,125.546879
Saudi Arabia,SAU,2030,wind,2712,34.11388
Saudi Arabia,SAU,2040,solar,5516,216.94752
Saudi Arabia,SAU,2040,wind,2713,62.005892
Saudi Arabia,SAU,2050,solar,5917,347.445571
Saudi Arabia,SAU,2050,wind,5012,242.379235
Senegal,SEN,2030,solar,343,9.481749
Senegal,SEN,2030,wind,469,3.702776
Senegal,SEN,2040,solar,343,13.804821
Senegal,SEN,2040,wind,469,8.202201
Senegal,SEN,2050,solar,438,16.376039
Senegal,SEN,2050,wind,624,16.237315
Serbia,SRB,2030,solar,225,0.980933
Serbia,SRB,2030,wind,265,1.84196
Serbia,SRB,2040,solar,359,3.585218
Serbia,SRB,2040,wind,265,3.256485
Serbia,SRB,2050,solar,372,3.658342
Serbia,SRB,2050,wind,481,5.53654
Sierra Leone,SLE,2030,solar,124,0.282407
Sierra Leone,SLE,2030,wind,260,11.153717
Sierra Leone,SLE,2040,solar,124,0.50866
Sierra Leone,SLE,2040,wind,260,18.71319
Sierra Leone,SLE,2050,solar,218,1.276104
Sierra Leone,SLE,2050,wind,322,21.543761
Slovakia,SVK,2030,solar,199,0.587173
Slovakia,SVK,2030,wind,349,3.290179
Slovakia,SVK,2040,solar,200,0.857562
Slovakia,SVK,2040,wind,349,6.105735
Slovakia,SVK,2050,solar,271,1.023488
Slovakia,SVK,2050,wind,409,13.642717
Slovenia,SVN,2030,solar,106,0.265152
Slovenia,SVN,2030,wind,194,1.409119
Slovenia,SVN,2040,solar,111,0.55976
Slovenia,SVN,2040,wind,194,2.557057
Slovenia,SVN,2050,solar,111,0.55976
Slovenia,SVN,2050,wind,202,3.610602
Somalia,SOM,2030,solar,6,0.154118
Somalia,SOM,2040,solar,6,0.267426
Somalia,SOM,2050,solar,6,0.357682
Somaliland,-99,2030,solar,147,4.948658
Somaliland,-99,2030,wind,17,0.144765
Somaliland,-99,2040,solar,147,7.416617
Somaliland,-99,2040,wind,17,0.270147
Somaliland,-99,2050,solar,208,10.564139
Somaliland,-99,2050,wind,17,0.328731
South Africa,ZAF,2030,solar,6367,85.689271
South Africa,ZAF,2030,wind,3699,41.024293
South Africa,ZAF,2040,solar,6371,146.644433
South Africa,ZAF,2040,wind,3699,70.913179
South Africa,ZAF,2050,solar,7904,245.269173
South Africa,ZAF,2050,wind,5200,126.592691
South Korea,KOR,2030,solar,205,2.282498
South Korea,KOR,2030,wind,302,1.248195
South Korea,KOR,2040,solar,206,3.138135
South Korea,KOR,2040,wind,303,2.33667
South Korea,KOR,2050,solar,348,4.335353
South Korea,KOR,2050,wind,365,8.479347
Spain,ESP,2030,solar,1844,9.283444
Spain,ESP,2030,wind,2767,19.525608
Spain,ESP,2040,solar,4195,35.342285
Spain,ESP,2040,wind,2767,35.311854
Spain,ESP,2050,solar,4228,35.482432
Spain,ESP,2050,wind,3835,68.826437
Sri Lanka,LKA,2030,solar,269,8.119662
Sri Lanka,LKA,2030,wind,304,9.366606
Sri Lanka,LKA,2040,solar,271,10.653595
Sri Lanka,LKA,2040,wind,304,17.027259
Sri Lanka,LKA,2050,solar,343,11.094627
Sri Lanka,LKA,2050,wind,491,31.247304
Sudan,SDN,2030,solar,1904,33.545217
Sudan,SDN,2030,wind,1188,31.195649
Sudan,SDN,2040,solar,1905,56.525445
Sudan,SDN,2040,wind,1245,55.138435
Sudan,SDN,2050,solar,2097,89.603653
Sudan,SDN,2050,wind,1901,85.321307
Suriname,SUR,2030,solar,19,0.320056
Suriname,SUR,2030,wind,56,0.361621
Suriname,SUR,2040,solar,19,0.473875
Suriname,SUR,2040,wind,56,0.69671
Suriname,SUR,2050,solar,19,0.474121
Suriname,SUR,2050,wind,56,1.12547
Sweden,SWE,2030,solar,476,0.847215
Sweden,SWE,2030,wind,336,3.244788
Sweden,SWE,2040,solar,476,1.021837
Sweden,SWE,2040,wind,337,5.813853
Sweden,SWE,2050,solar,637,1.237626
Sweden,SWE,2050,wind,977,9.791036
Switzerland,CHE,2030,solar,137,0.747153
Switzerland,CHE,2030,wind,201,2.385147
Switzerland,CHE,2040,solar,324,2.737211
Switzerland,CHE,2040,wind,201,4.011118
Switzerland,CHE,2050,solar,324,2.737211
Switzerland,CHE,2050,wind,202,5.990581
Syria,SYR,2030,solar,1112,32.606638
Syria,SYR,2030,wind,574,4.031032
Syria,SYR,2040,solar,1116,51.279474
Syria,SYR,2040,wind,574,7.234735
Syria,SYR,2050,solar,1197,59.040419
Syria,SYR,2050,wind,1062,15.109686
Tajikistan,TJK,2030,solar,107,2.322029
Tajikistan,TJK,2030,wind,283,4.354136
Tajikistan,TJK,2040,solar,107,2.944961
Tajikistan,TJK,2040,wind,283,8.078556
Tajikistan,TJK,2050,solar,218,4.137108
Tajikistan,TJK,2050,wind,516,14.16639
Tanzania,TZA,2030,solar,1292,15.758623
Tanzania,TZA,2030,wind,1142,14.550138
Tanzania,TZA,2040,solar,1295,25.942531
Tanzania,TZA,2040,wind,1142,26.090351
Tanzania,TZA,2050,solar,1628,51.335556
Tanzania,TZA,2050,wind,2096,58.621598
Thailand,THA,2030,solar,1827,11.701697
Thailand,THA,2030,wind,2079,44.710675
Thailand,THA,2040,solar,1839,17.545066
Thailand,THA,2040,wind,2079,78.716323
Thailand,THA,2050,solar,2117,20.549228
Thailand,THA,2050,wind,3093,132.200301
Timor-Leste,TLS,2030,wind,65,2.801981
Timor-Leste,TLS,2040,wind,65,4.625619
Timor-Leste,TLS,2050,wind,67,7.236816
Togo,TGO,2030,solar,447,3.42559
Togo,TGO,2030,wind,245,4.793815
Togo,TGO,2040,solar,448,5.554141
Togo,TGO,2040,wind,245,9.239831
Togo,TGO,2050,solar,448,5.954751
Togo,TGO,2050,wind,315,13.708888
Trinidad and Tobago,TTO,2030,solar,12,0.36358
Trinidad and Tobago,TTO,2040,solar,12,0.6498
Trinidad and Tobago,TTO,2050,solar,12,0.690459
Tunisia,TUN,2030,solar,718,7.200286
Tunisia,TUN,2030,wind,485,10.26104
Tunisia,TUN,2040,solar,719,12.461888
Tunisia,TUN,2040,wind,485,17.907314
Tunisia,TUN,2050,solar,767,21.854766
Tunisia,TUN,2050,wind,849,28.729134
Turkey,TUR,2030,solar,1895,7.227738
Turkey,TUR,2030,wind,3578,37.943441
Turkey,TUR,2040,solar,1973,10.768932
Turkey,TUR,2040,wind,3578,66.511732
Turkey,TUR,2050,solar,2306,14.341055
Turkey,TUR,2050,wind,6056,121.339164
Turkmenistan,TKM,2030,solar,1923,64.084768
Turkmenistan,TKM,2030,wind,1479,34.811167
Turkmenistan,TKM,2040,solar,1925,98.219555
Turkmenistan,TKM,2040,wind,1479,61.086437
Turkmenistan,TKM,2050,solar,2003,121.522835
Turkmenistan,TKM,2050,wind,2032,126.601482
Uganda,UGA,2030,solar,320,5.44528
Uganda,UGA,2030,wind,501,9.258473
Uganda,UGA,2040,solar,321,9.641112
Uganda,UGA,2040,wind,501,15.782372
Uganda,UGA,2050,solar,454,15.830253
Uganda,UGA,2050,wind,915,25.314446
Ukraine,UKR,2030,solar,2364,10.64736
Ukraine,UKR,2030,wind,3804,43.982084
Ukraine,UKR,2040,solar,2374,15.884323
Ukraine,UKR,2040,wind,3804,78.686769
Ukraine,UKR,2050,solar,3417,21.714864
Ukraine,UKR,2050,wind,5596,144.227718
United Arab Emirates,ARE,2030,solar,190,3.496343
United Arab Emirates,ARE,2030,wind,101,0.929786
United Arab Emirates,ARE,2040,solar,190,6.267308
United Arab Emirates,ARE,2040,wind,101,1.650272
United Arab Emirates,ARE,2050,solar,384,15.822907
United Arab Emirates,ARE,2050,wind,305,11.121732
United Kingdom,GBR,2030,solar,1593,23.757554
United Kingdom,GBR,2030,wind,1453,16.411056
United Kingdom,GBR,2040,solar,1599,29.998671
United Kingdom,GBR,2040,wind,1453,29.650054
United Kingdom,GBR,2050,solar,1712,31.32653
United Kingdom,GBR,2050,wind,2140,48.255386
United States of America,USA,2030,solar,42432,725.28198
United States of America,USA,2030,wind,30706,403.163679
United States of America,USA,2040,solar,42542,1102.112593
United States of America,USA,2040,wind,30794,725.380427
United States of America,USA,2050,solar,47401,1394.110395
United States of America,USA,2050,wind,48634,1637.125475
Uruguay,URY,2030,solar,1314,13.664565
Uruguay,URY,2030,wind,796,6.838871
Uruguay,URY,2040,solar,1315,24.566801
Uruguay,URY,2040,wind,796,12.122561
Uruguay,URY,2050,solar,1382,35.726069
Uruguay,URY,2050,wind,1220,40.140835
Uzbekistan,UZB,2030,solar,1911,54.71262
Uzbekistan,UZB,2030,wind,1316,13.973284
Uzbekistan,UZB,2040,solar,1913,82.343908
Uzbekistan,UZB,2040,wind,1316,24.678848
Uzbekistan,UZB,2050,solar,2041,88.99031
Uzbekistan,UZB,2050,wind,1872,65.400943
Venezuela,VEN,2030,solar,2309,26.714828
Venezuela,VEN,2030,wind,1578,21.523034
Venezuela,VEN,2040,solar,2322,48.911964
Venezuela,VEN,2040,wind,1578,37.851466
Venezuela,VEN,2050,solar,2675,87.994334
Venezuela,VEN,2050,wind,2406,62.72037
Vietnam,VNM,2030,solar,342,3.137669
Vietnam,VNM,2030,wind,1080,19.449167
Vietnam,VNM,2040,solar,344,4.484679
Vietnam,VNM,2040,wind,1080,32.886391
Vietnam,VNM,2050,solar,725,7.523422
Vietnam,VNM,2050,wind,1645,44.938305
W. Sahara,ESH,2030,solar,13,2.001616
W. Sahara,ESH,2030,wind,7,0.053078
W. Sahara,ESH,2040,solar,13,2.773096
W. Sahara,ESH,2040,wind,7,0.094239
W. Sahara,ESH,2050,solar,21,3.111623
W. Sahara,ESH,2050,wind,18,2.168109
Yemen,YEM,2030,solar,673,17.86397
Yemen,YEM,2030,wind,525,4.085729
Yemen,YEM,2040,solar,677,26.062485
Yemen,YEM,2040,wind,525,7.437108
Yemen,YEM,2050,solar,919,44.727842
Yemen,YEM,2050,wind,836,13.91099
Zambia,ZMB,2030,solar,1669,25.578916
Zambia,ZMB,2030,wind,1412,13.261341
Zambia,ZMB,2040,solar,1670,42.225644
Zambia,ZMB,2040,wind,1412,22.786774
Zambia,ZMB,2050,solar,2142,63.529594
Zambia,ZMB,2050,wind,1903,38.296785
Zimbabwe,ZWE,2030,solar,1337,22.488393
Zimbabwe,ZWE,2030,wind,1520,32.51586
Zimbabwe,ZWE,2040,solar,1340,36.829103
Zimbabwe,ZWE,2040,wind,1520,56.427899
Zimbabwe,ZWE,2050,solar,2000,65.918283
Zimbabwe,ZWE,2050,wind,1924,78.680582
eSwatini,SWZ,2030,solar,23,0.005687
eSwatini,SWZ,2030,wind,25,0.964947
eSwatini,SWZ,2040,solar,23,0.009992
eSwatini,SWZ,2040,wind,25,1.574722
eSwatini,SWZ,2050,solar,31,0.134296
eSwatini,SWZ,2050,wind,44,2.396347
