country,country_iso3,year,type,patch_id,station_count,capacity_gw
Australia,AUS,2030,wind,R05C12,68,0.199791
Australia,AUS,2040,solar,R04C10,316,6.51314
Australia,AUS,2040,solar,R04C11,1449,25.864427
Australia,AUS,2040,solar,R04C12,346,5.510475
Australia,AUS,2040,solar,R05C10,279,2.037223
Australia,AUS,2040,solar,R05C11,1465,15.628074
Australia,AUS,2040,solar,R05C12,105,0.408569
Australia,AUS,2040,wind,R04C10,87,1.166064
Australia,AUS,2040,wind,R04C11,629,8.998427
Australia,AUS,2040,wind,R04C12,545,4.421148
Australia,AUS,2040,wind,R05C10,328,4.4866
Australia,AUS,2040,wind,R05C11,1555,15.829232
Australia,AUS,2040,wind,R05C12,199,1.307934
Australia,AUS,2050,solar,R04C10,316,6.650091
Australia,AUS,2050,solar,R04C11,1451,26.413786
Australia,AUS,2050,solar,R04C12,348,5.788764
Australia,AUS,2050,solar,R05C10,279,2.041873
Australia,AUS,2050,solar,R05C11,1467,16.053001
Australia,AUS,2050,solar,R05C12,105,0.436317
Australia,AUS,2050,wind,R04C10,87,1.222125
Australia,AUS,2050,wind,R04C11,629,9.138094
Australia,AUS,2050,wind,R04C12,545,4.649958
Australia,AUS,2050,wind,R05C10,328,4.546188
Australia,AUS,2050,wind,R05C11,1557,16.15492
Australia,AUS,2050,wind,R05C12,199,1.37718
Austria,AUT,2030,solar,R02C07,79,0.161315
Austria,AUT,2030,wind,R02C07,144,0.260467
Austria,AUT,2040,solar,R02C07,115,0.32502
Austria,AUT,2040,wind,R02C07,229,0.382199
Austria,AUT,2050,solar,R02C07,668,3.824066
Austria,AUT,2050,wind,R02C07,229,0.384676
Azerbaijan,AZE,2030,solar,R02C08,25,0.553132
Azerbaijan,AZE,2030,wind,R02C08,300,1.790523
Azerbaijan,AZE,2040,solar,R02C08,91,1.193136
Azerbaijan,AZE,2040,wind,R02C08,623,3.401236
Azerbaijan,AZE,2050,solar,R02C08,91,1.246186
Azerbaijan,AZE,2050,wind,R02C08,623,3.427313
Bangladesh,BGD,2030,solar,R03C10,188,1.249697
Bangladesh,BGD,2030,wind,R03C09,214,0.376679
Bangladesh,BGD,2030,wind,R03C10,63,1.529203
Bangladesh,BGD,2040,solar,R03C10,188,1.253
Bangladesh,BGD,2040,wind,R03C09,246,0.874783
Bangladesh,BGD,2040,wind,R03C10,163,1.712316
Bangladesh,BGD,2050,solar,R03C10,188,1.266257
Bangladesh,BGD,2050,wind,R03C09,246,0.913685
Bangladesh,BGD,2050,wind,R03C10,163,1.725358
Belarus,BLR,2030,solar,R02C07,332,0.593452
Belarus,BLR,2030,wind,R02C07,164,0.280745
Belarus,BLR,2040,solar,R02C07,491,0.787182
Belarus,BLR,2040,wind,R02C07,240,1.251271
Belarus,BLR,2040,wind,R02C08,95,1.077066
Belarus,BLR,2050,solar,R02C07,492,0.878345
Belarus,BLR,2050,wind,R02C07,240,1.345541
Belarus,BLR,2050,wind,R02C08,95,1.094214
Belgium,BEL,2030,solar,R02C07,14,0.132298
Belgium,BEL,2030,wind,R02C07,27,0.052452
Belgium,BEL,2040,solar,R02C07,45,0.60287
Belgium,BEL,2040,wind,R02C07,154,0.654786
Belgium,BEL,2050,solar,R02C07,378,7.243616
Belgium,BEL,2050,wind,R02C07,154,24.855307
Belize,BLZ,2030,solar,R03C04,13,0.07352
Belize,BLZ,2030,wind,R03C04,68,0.241683
Belize,BLZ,2040,solar,R03C04,14,0.075246
Belize,BLZ,2040,wind,R03C04,73,0.310062
Belize,BLZ,2050,solar,R03C04,14,0.075648
Belize,BLZ,2050,wind,R03C04,73,0.314047
Benin,BEN,2030,solar,R03C07,206,1.646003
Benin,BEN,2030,wind,R03C07,161,0.369013
Benin,BEN,2040,solar,R03C07,453,4.113008
Benin,BEN,2040,wind,R03C07,314,0.733185
Benin,BEN,2050,solar,R03C07,453,4.174415
Benin,BEN,2050,wind,R03C07,314,0.767692
Bhutan,BTN,2030,solar,R03C10,11,0.010364
Bhutan,BTN,2040,solar,R03C10,11,0.010579
Bhutan,BTN,2040,wind,R03C10,2,0.000912
Bhutan,BTN,2050,solar,R03C10,11,0.011546
Bhutan,BTN,2050,wind,R03C10,2,0.000953
Bolivia,BOL,2030,solar,R04C04,397,2.915876
Bolivia,BOL,2030,solar,R04C05,1,0.11559
Bolivia,BOL,2030,wind,R04C04,216,1.366086
Bolivia,BOL,2030,wind,R04C05,1,0.025348
Bolivia,BOL,2040,solar,R04C04,534,3.683276
Bolivia,BOL,2040,solar,R04C05,1,0.11559
Bolivia,BOL,2040,wind,R04C04,343,4.30586
Bolivia,BOL,2040,wind,R04C05,1,0.026016
Bolivia,BOL,2050,solar,R04C04,534,3.753095
Bolivia,BOL,2050,solar,R04C05,1,0.124421
Bolivia,BOL,2050,wind,R04C04,343,4.439824
Bolivia,BOL,2050,wind,R04C05,1,0.026641
Bosnia and Herz.,BIH,2030,solar,R02C07,18,0.043333
Bosnia and Herz.,BIH,2040,solar,R02C07,18,0.043334
Bosnia and Herz.,BIH,2040,wind,R02C07,14,0.217736
Bosnia and Herz.,BIH,2050,solar,R02C07,360,2.034209
Bosnia and Herz.,BIH,2050,wind,R02C07,14,0.234313
Botswana,BWA,2030,solar,R04C07,790,9.595684
Botswana,BWA,2030,wind,R04C07,375,1.727615
Botswana,BWA,2040,solar,R04C07,1048,19.444027
Botswana,BWA,2040,wind,R04C07,622,5.415782
Botswana,BWA,2050,solar,R04C07,1048,20.011708
Botswana,BWA,2050,wind,R04C07,622,5.649613
Brazil,BRA,2030,solar,R03C04,82,1.590819
Brazil,BRA,2030,solar,R04C04,377,2.234093
Brazil,BRA,2030,solar,R04C05,9142,90.636489
Brazil,BRA,2030,solar,R05C05,51,0.241158
Brazil,BRA,2030,wind,R03C04,46,0.961529
Brazil,BRA,2030,wind,R03C05,13,0.036081
Brazil,BRA,2030,wind,R04C04,49,1.203337
Brazil,BRA,2030,wind,R04C05,6149,25.177125
Brazil,BRA,2030,wind,R05C05,157,2.806668
Brazil,BRA,2040,solar,R03C04,82,1.770407
Brazil,BRA,2040,solar,R03C05,28,0.630998
Brazil,BRA,2040,solar,R04C04,390,2.37405
Brazil,BRA,2040,solar,R04C05,11457,121.921599
Brazil,BRA,2040,solar,R05C05,112,0.805367
Brazil,BRA,2040,wind,R03C04,46,0.96158
Brazil,BRA,2040,wind,R03C05,13,0.036388
Brazil,BRA,2040,wind,R04C04,114,1.681597
Brazil,BRA,2040,wind,R04C05,10109,55.4835
Brazil,BRA,2040,wind,R05C05,336,3.599677
Brazil,BRA,2050,solar,R03C04,82,1.795786
Brazil,BRA,2050,solar,R03C05,28,0.631875
Brazil,BRA,2050,solar,R04C04,390,2.432756
Brazil,BRA,2050,solar,R04C05,11459,125.699117
Brazil,BRA,2050,solar,R05C05,112,0.816186
Brazil,BRA,2050,wind,R03C04,46,0.967131
Brazil,BRA,2050,wind,R03C05,13,0.037255
Brazil,BRA,2050,wind,R04C04,114,1.692619
Brazil,BRA,2050,wind,R04C05,10110,56.678741
Brazil,BRA,2050,wind,R05C05,337,3.76918
Brunei,BRN,2040,wind,R03C10,14,0.079129
Brunei,BRN,2050,wind,R03C10,14,0.079157
Bulgaria,BGR,2030,solar,R02C07,94,0.167478
Bulgaria,BGR,2030,wind,R02C07,196,0.235559
Bulgaria,BGR,2040,solar,R02C07,161,0.237681
Bulgaria,BGR,2040,wind,R02C07,247,0.427136
Bulgaria,BGR,2050,solar,R02C07,214,0.39082
Bulgaria,BGR,2050,wind,R02C07,247,0.44801
Burkina Faso,BFA,2030,solar,R03C06,188,2.465371
Burkina Faso,BFA,2030,solar,R03C07,27,0.111244
Burkina Faso,BFA,2030,wind,R03C06,318,1.039515
Burkina Faso,BFA,2040,solar,R03C06,370,5.21753
Burkina Faso,BFA,2040,solar,R03C07,27,0.133298
Burkina Faso,BFA,2040,wind,R03C06,443,3.639677
Burkina Faso,BFA,2040,wind,R03C07,2,0.007757
Burkina Faso,BFA,2050,solar,R03C06,371,5.315794
Burkina Faso,BFA,2050,solar,R03C07,27,0.133896
Burkina Faso,BFA,2050,wind,R03C06,443,3.714566
Burkina Faso,BFA,2050,wind,R03C07,2,0.008221
Burundi,BDI,2030,solar,R04C08,56,0.038919
Burundi,BDI,2040,solar,R04C08,56,0.060222
Burundi,BDI,2050,solar,R04C08,56,0.066287
Cambodia,KHM,2030,solar,R03C10,357,3.420826
Cambodia,KHM,2030,wind,R03C10,39,0.078061
Cambodia,KHM,2040,solar,R03C10,380,3.465079
Cambodia,KHM,2040,wind,R03C10,423,2.879235
Cambodia,KHM,2050,solar,R03C10,380,3.53438
Cambodia,KHM,2050,wind,R03C10,423,2.8981
Cameroon,CMR,2030,solar,R03C07,425,3.166565
Cameroon,CMR,2030,wind,R03C07,68,0.218927
Cameroon,CMR,2040,solar,R03C07,425,3.499399
Cameroon,CMR,2040,wind,R03C07,421,4.030081
Cameroon,CMR,2050,solar,R03C07,425,3.737306
Cameroon,CMR,2050,wind,R03C07,421,4.065716
Canada,CAN,2030,solar,R02C03,1147,4.644317
Canada,CAN,2030,solar,R02C04,358,0.842965
Canada,CAN,2030,solar,R02C05,38,0.191955
Canada,CAN,2030,wind,R02C02,102,0.870251
Canada,CAN,2030,wind,R02C03,838,2.062647
Canada,CAN,2030,wind,R02C04,17,0.224326
Canada,CAN,2030,wind,R02C05,24,0.334685
Canada,CAN,2040,solar,R02C03,1445,5.531114
Canada,CAN,2040,solar,R02C04,668,1.769351
Canada,CAN,2040,solar,R02C05,65,0.428177
Canada,CAN,2040,wind,R02C02,204,1.489432
Canada,CAN,2040,wind,R02C03,2492,23.835478
Canada,CAN,2040,wind,R02C04,684,3.853513
Canada,CAN,2040,wind,R02C05,69,0.712009
Canada,CAN,2050,solar,R02C03,1445,5.677049
Canada,CAN,2050,solar,R02C04,668,1.821802
Canada,CAN,2050,solar,R02C05,65,0.435405
Canada,CAN,2050,wind,R02C02,204,1.502215
Canada,CAN,2050,wind,R02C03,2492,24.161472
Canada,CAN,2050,wind,R02C04,684,3.935872
Canada,CAN,2050,wind,R02C05,71,0.719407
Central African Rep.,CAF,2030,solar,R03C07,123,0.64641
Central African Rep.,CAF,2040,solar,R03C07,123,0.662448
Central African Rep.,CAF,2050,solar,R03C07,123,0.692263
Chad,TCD,2030,solar,R03C07,399,0.738695
Chad,TCD,2030,wind,R03C07,94,0.130897
Chad,TCD,2040,solar,R03C07,423,1.186325
Chad,TCD,2040,wind,R03C07,267,0.383798
Chad,TCD,2050,solar,R03C07,423,1.215942
Chad,TCD,2050,wind,R03C07,267,0.396514
Chile,CHL,2030,solar,R04C04,227,2.577802
Chile,CHL,2030,solar,R05C04,101,0.980728
Chile,CHL,2030,wind,R04C04,51,2.443549
Chile,CHL,2030,wind,R05C04,513,1.507408
Chile,CHL,2040,solar,R04C04,480,3.887161
Chile,CHL,2040,solar,R05C04,101,1.000637
Chile,CHL,2040,wind,R04C04,151,3.261987
Chile,CHL,2040,wind,R05C04,601,1.973156
Chile,CHL,2050,solar,R04C04,480,3.948996
Chile,CHL,2050,solar,R05C04,101,1.05352
Chile,CHL,2050,wind,R04C04,151,3.268852
Chile,CHL,2050,wind,R05C04,602,2.054972
China,CHN,2030,solar,R02C09,735,17.150142
China,CHN,2030,solar,R02C10,2731,27.299958
China,CHN,2030,solar,R02C11,1104,7.53158
China,CHN,2030,solar,R03C09,27,0.14571
China,CHN,2030,solar,R03C10,1043,4.831627
China,CHN,2030,solar,R03C11,54,0.416253
China,CHN,2030,wind,R02C09,394,3.417258
China,CHN,2030,wind,R02C10,2736,19.39778
China,CHN,2030,wind,R02C11,613,2.751646
China,CHN,2030,wind,R03C10,1216,6.682916
China,CHN,2030,wind,R03C11,96,0.949049
China,CHN,2040,solar,R02C09,939,20.773526
China,CHN,2040,solar,R02C10,3791,40.412734
China,CHN,2040,solar,R02C11,1427,10.414743
China,CHN,2040,solar,R03C09,27,0.14814
China,CHN,2040,solar,R03C10,1349,7.066595
China,CHN,2040,solar,R03C11,100,0.6732
China,CHN,2040,wind,R02C09,929,9.815637
China,CHN,2040,wind,R02C10,4088,28.405508
China,CHN,2040,wind,R02C11,1654,11.217741
China,CHN,2040,wind,R03C10,2359,14.915416
China,CHN,2040,wind,R03C11,96,0.949302
China,CHN,2050,solar,R02C09,1769,168.251381
China,CHN,2050,solar,R02C10,5135,358.497576
China,CHN,2050,solar,R02C11,1433,36.404937
China,CHN,2050,solar,R03C09,158,5.3929
China,CHN,2050,solar,R03C10,1511,31.816582
China,CHN,2050,solar,R03C11,102,3.559179
China,CHN,2050,wind,R02C09,929,10.053918
China,CHN,2050,wind,R02C10,4090,187.139807
China,CHN,2050,wind,R02C11,1654,11.630813
China,CHN,2050,wind,R03C10,2361,15.293548
China,CHN,2050,wind,R03C11,96,0.950117
Colombia,COL,2030,solar,R03C04,661,5.219743
Colombia,COL,2030,wind,R03C04,284,1.697524
Colombia,COL,2040,solar,R03C04,973,9.947588
Colombia,COL,2040,wind,R03C04,992,6.821808
Colombia,COL,2050,solar,R03C04,975,10.249803
Colombia,COL,2050,wind,R03C04,992,6.897241
Congo,COG,2030,solar,R03C07,42,0.115759
Congo,COG,2030,solar,R04C07,3,0.005277
Congo,COG,2040,solar,R03C07,42,0.169067
Congo,COG,2040,solar,R04C07,114,0.641903
Congo,COG,2040,wind,R04C07,73,0.490005
Congo,COG,2050,solar,R03C07,42,0.172799
Congo,COG,2050,solar,R04C07,114,0.647249
Congo,COG,2050,wind,R04C07,73,0.491393
Croatia,HRV,2030,solar,R02C07,10,0.026611
Croatia,HRV,2040,solar,R02C07,10,0.026743
Croatia,HRV,2040,wind,R02C07,99,1.296946
Croatia,HRV,2050,solar,R02C07,110,0.911704
Croatia,HRV,2050,wind,R02C07,99,1.315975
Cuba,CUB,2030,solar,R03C04,125,1.128886
Cuba,CUB,2030,wind,R03C04,47,0.434951
Cuba,CUB,2040,solar,R03C04,125,1.284424
Cuba,CUB,2040,wind,R03C04,121,1.130658
Cuba,CUB,2050,solar,R03C04,143,5.953035
Cuba,CUB,2050,wind,R03C04,121,10.581832
Cyprus,CYP,2040,solar,R02C08,5,0.018452
Cyprus,CYP,2050,solar,R02C08,5,0.01846
Czechia,CZE,2030,solar,R02C07,33,0.058963
Czechia,CZE,2030,wind,R02C07,60,0.084716
Czechia,CZE,2040,solar,R02C07,152,0.563186
Czechia,CZE,2040,wind,R02C07,234,0.820456
Czechia,CZE,2050,solar,R02C07,258,1.370418
Czechia,CZE,2050,wind,R02C07,234,0.832568
Côte d'Ivoire,CIV,2030,solar,R03C06,593,2.435528
Côte d'Ivoire,CIV,2030,wind,R03C06,626,3.085201
Côte d'Ivoire,CIV,2040,solar,R03C06,685,2.950972
Côte d'Ivoire,CIV,2040,wind,R03C06,1176,4.676264
Côte d'Ivoire,CIV,2050,solar,R03C06,685,2.979313
Côte d'Ivoire,CIV,2050,wind,R03C06,1176,4.820767
Dem. Rep. Congo,COD,2030,solar,R03C07,29,0.364893
Dem. Rep. Congo,COD,2030,solar,R03C08,57,0.160552
Dem. Rep. Congo,COD,2030,solar,R04C07,847,5.55389
Dem. Rep. Congo,COD,2030,wind,R04C07,264,1.016028
Dem. Rep. Congo,COD,2040,solar,R03C07,29,0.365019
Dem. Rep. Congo,COD,2040,solar,R03C08,57,0.162313
Dem. Rep. Congo,COD,2040,solar,R04C07,1135,6.841074
Dem. Rep. Congo,COD,2040,solar,R04C08,2,0.007573
Dem. Rep. Congo,COD,2040,wind,R03C07,59,0.814537
Dem. Rep. Congo,COD,2040,wind,R03C08,67,0.138542
Dem. Rep. Congo,COD,2040,wind,R04C07,539,2.45484
Dem. Rep. Congo,COD,2050,solar,R03C07,29,0.368235
Dem. Rep. Congo,COD,2050,solar,R03C08,57,0.175728
Dem. Rep. Congo,COD,2050,solar,R04C07,1135,6.962322
Dem. Rep. Congo,COD,2050,solar,R04C08,2,0.008139
Dem. Rep. Congo,COD,2050,wind,R03C07,59,0.82231
Dem. Rep. Congo,COD,2050,wind,R03C08,67,0.13908
Dem. Rep. Congo,COD,2050,wind,R04C07,539,2.475895
Denmark,DNK,2030,solar,R02C07,15,0.041109
Denmark,DNK,2030,wind,R02C07,73,0.665257
Denmark,DNK,2040,solar,R02C07,105,0.313656
Denmark,DNK,2040,wind,R02C07,90,0.900853
Denmark,DNK,2050,solar,R02C07,336,1.804423
Denmark,DNK,2050,wind,R02C07,92,18.101963
Djibouti,DJI,2030,solar,R03C08,82,0.167614
Djibouti,DJI,2030,wind,R03C08,11,0.023461
Djibouti,DJI,2040,solar,R03C08,82,0.665491
Djibouti,DJI,2040,wind,R03C08,11,0.05897
Djibouti,DJI,2050,solar,R03C08,82,0.667307
Djibouti,DJI,2050,wind,R03C08,11,0.062366
Dominican Rep.,DOM,2030,solar,R03C04,61,0.413806
Dominican Rep.,DOM,2030,wind,R03C04,68,0.116207
Dominican Rep.,DOM,2040,solar,R03C04,118,0.750655
Dominican Rep.,DOM,2040,wind,R03C04,90,0.233018
Dominican Rep.,DOM,2050,solar,R03C04,129,3.835511
Dominican Rep.,DOM,2050,wind,R03C04,90,0.241952
Ecuador,ECU,2030,solar,R04C04,121,0.987176
Ecuador,ECU,2030,wind,R03C04,69,0.397579
Ecuador,ECU,2040,solar,R03C04,7,0.087688
Ecuador,ECU,2040,solar,R04C04,121,1.056137
Ecuador,ECU,2040,wind,R03C04,69,0.400319
Ecuador,ECU,2040,wind,R04C04,289,1.968902
Ecuador,ECU,2050,solar,R03C04,7,0.092532
Ecuador,ECU,2050,solar,R04C04,121,1.062561
Ecuador,ECU,2050,wind,R03C04,69,0.404851
Ecuador,ECU,2050,wind,R04C04,290,2.008602
Egypt,EGY,2030,solar,R02C07,120,0.361313
Egypt,EGY,2030,solar,R02C08,58,0.285157
Egypt,EGY,2030,solar,R03C07,39,0.899977
Egypt,EGY,2030,solar,R03C08,220,3.614255
Egypt,EGY,2030,wind,R02C07,3,0.010002
Egypt,EGY,2030,wind,R02C08,232,0.448204
Egypt,EGY,2030,wind,R03C07,84,0.240046
Egypt,EGY,2030,wind,R03C08,133,0.52082
Egypt,EGY,2040,solar,R02C07,143,0.648903
Egypt,EGY,2040,solar,R02C08,64,0.345013
Egypt,EGY,2040,solar,R03C07,39,0.923798
Egypt,EGY,2040,solar,R03C08,262,4.982101
Egypt,EGY,2040,wind,R02C07,37,1.269055
Egypt,EGY,2040,wind,R02C08,241,0.955765
Egypt,EGY,2040,wind,R03C07,132,2.223177
Egypt,EGY,2040,wind,R03C08,338,5.56379
Egypt,EGY,2050,solar,R02C07,143,0.657054
Egypt,EGY,2050,solar,R02C08,64,0.346322
Egypt,EGY,2050,solar,R03C07,39,1.012335
Egypt,EGY,2050,solar,R03C08,262,5.118575
Egypt,EGY,2050,wind,R02C07,37,1.271022
Egypt,EGY,2050,wind,R02C08,241,0.993529
Egypt,EGY,2050,wind,R03C07,132,2.230182
Egypt,EGY,2050,wind,R03C08,339,5.596483
El Salvador,SLV,2030,solar,R03C04,64,0.382414
El Salvador,SLV,2030,wind,R03C04,4,0.001077
El Salvador,SLV,2040,solar,R03C04,107,0.740155
El Salvador,SLV,2040,wind,R03C04,24,0.104636
El Salvador,SLV,2050,solar,R03C04,107,0.742897
El Salvador,SLV,2050,wind,R03C04,24,0.113717
Eq. Guinea,GNQ,2030,wind,R03C07,20,0.075842
Eq. Guinea,GNQ,2040,wind,R03C07,20,0.077002
Eq. Guinea,GNQ,2050,wind,R03C07,20,0.078905
Eritrea,ERI,2030,wind,R03C08,4,0.148928
Eritrea,ERI,2040,solar,R03C08,45,0.126803
Eritrea,ERI,2040,wind,R03C08,17,0.193654
Eritrea,ERI,2050,solar,R03C08,45,0.127382
Eritrea,ERI,2050,wind,R03C08,17,0.20269
Estonia,EST,2030,solar,R02C07,17,0.026093
Estonia,EST,2030,wind,R02C07,46,0.713352
Estonia,EST,2040,solar,R02C07,115,0.169284
Estonia,EST,2040,wind,R02C07,144,0.930872
Estonia,EST,2050,solar,R02C07,178,0.72081
Estonia,EST,2050,wind,R02C07,144,0.946359
Ethiopia,ETH,2030,solar,R03C08,958,10.745049
Ethiopia,ETH,2030,wind,R03C08,792,6.380221
Ethiopia,ETH,2040,solar,R03C08,1124,13.611141
Ethiopia,ETH,2040,wind,R03C08,1177,9.880753
Ethiopia,ETH,2050,solar,R03C08,1124,14.043562
Ethiopia,ETH,2050,wind,R03C08,1180,10.298135
France,-99,2030,solar,R02C06,157,0.404872
France,-99,2030,solar,R02C07,811,4.491495
France,-99,2030,wind,R02C06,100,1.849875
France,-99,2030,wind,R02C07,313,0.755531
France,-99,2040,solar,R02C06,157,0.405037
France,-99,2040,solar,R02C07,1009,5.333019
France,-99,2040,wind,R02C06,100,1.973454
France,-99,2040,wind,R02C07,626,3.632238
France,-99,2050,solar,R02C06,1151,15.269968
France,-99,2050,solar,R02C07,4504,49.201002
France,-99,2050,solar,R03C05,89,1.36401
France,-99,2050,wind,R02C06,100,24.58173
France,-99,2050,wind,R02C07,626,3.775944
Gabon,GAB,2030,solar,R04C07,44,0.418185
Gabon,GAB,2030,wind,R03C07,50,0.177751
Gabon,GAB,2040,solar,R04C07,72,0.438098
Gabon,GAB,2040,wind,R03C07,50,0.180471
Gabon,GAB,2040,wind,R04C07,6,0.155042
Gabon,GAB,2050,solar,R04C07,72,0.440422
Gabon,GAB,2050,wind,R03C07,50,0.184928
Gabon,GAB,2050,wind,R04C07,6,0.155357
Gambia,GMB,2030,solar,R03C06,41,0.150367
Gambia,GMB,2030,wind,R03C06,21,0.856616
Gambia,GMB,2040,solar,R03C06,54,0.19235
Gambia,GMB,2040,wind,R03C06,21,0.857121
Gambia,GMB,2050,solar,R03C06,54,0.192779
Gambia,GMB,2050,wind,R03C06,21,0.885746
Georgia,GEO,2030,solar,R02C08,66,0.144719
Georgia,GEO,2030,wind,R02C08,86,0.192769
Georgia,GEO,2040,solar,R02C08,66,0.144849
Georgia,GEO,2040,wind,R02C08,207,1.658462
Georgia,GEO,2050,solar,R02C08,66,0.145038
Georgia,GEO,2050,wind,R02C08,207,1.663643
Germany,DEU,2030,solar,R02C07,1063,3.37023
Germany,DEU,2030,wind,R02C07,248,1.961051
Germany,DEU,2040,solar,R02C07,1299,4.487359
Germany,DEU,2040,wind,R02C07,830,5.927299
Germany,DEU,2050,solar,R02C07,4268,50.794018
Germany,DEU,2050,wind,R02C07,830,7.877129
Ghana,GHA,2030,solar,R03C06,341,4.926588
Ghana,GHA,2030,solar,R03C07,13,0.022305
Ghana,GHA,2030,wind,R03C06,174,0.454869
Ghana,GHA,2040,solar,R03C06,396,6.277176
Ghana,GHA,2040,solar,R03C07,83,0.569499
Ghana,GHA,2040,wind,R03C06,458,3.30526
Ghana,GHA,2040,wind,R03C07,85,0.189594
Ghana,GHA,2050,solar,R03C06,396,6.47381
Ghana,GHA,2050,solar,R03C07,84,0.602149
Ghana,GHA,2050,wind,R03C06,458,3.346497
Ghana,GHA,2050,wind,R03C07,85,0.192588
Greece,GRC,2030,solar,R02C07,113,0.50439
Greece,GRC,2040,solar,R02C07,113,0.505138
Greece,GRC,2040,wind,R02C07,127,2.097305
Greece,GRC,2050,solar,R02C07,513,3.220025
Greece,GRC,2050,wind,R02C07,128,2.175159
Guatemala,GTM,2030,solar,R03C04,140,0.839844
Guatemala,GTM,2030,wind,R03C03,200,0.778228
