country,country_iso3,year,type,station_count,capacity_gw
Guatemala,GTM,2030,solar,140,0.839844
Guatemala,GTM,2030,wind,200,0.778228
Guatemala,GTM,2040,solar,168,0.913049
Guatemala,GTM,2040,wind,449,2.169638
Guatemala,GTM,2050,solar,168,0.919733
Guatemala,GTM,2050,wind,449,2.255758
Guinea,GIN,2030,solar,117,0.594314
Guinea,GIN,2030,wind,158,0.409824
Guinea,GIN,2040,solar,117,0.685319
Guinea,GIN,2040,wind,250,0.62003
Guinea,GIN,2050,solar,117,0.686619
Guinea,GIN,2050,wind,250,0.638427
Guinea-Bissau,GNB,2040,solar,19,0.101631
Guinea-Bissau,GNB,2050,solar,20,0.103401
Guyana,GUY,2030,wind,41,0.150307
Guyana,GUY,2040,solar,36,0.617266
Guyana,GUY,2040,wind,41,0.151373
Guyana,GUY,2050,solar,36,0.618123
Guyana,GUY,2050,wind,41,0.15438
Haiti,HTI,2030,solar,25,0.104823
Haiti,HTI,2030,wind,28,0.04934
Haiti,HTI,2040,solar,89,1.069491
Haiti,HTI,2040,wind,28,0.049677
Haiti,HTI,2050,solar,117,3.098519
Haiti,HTI,2050,wind,28,0.053049
Honduras,HND,2030,solar,55,0.647149
Honduras,HND,2030,wind,158,1.185614
Honduras,HND,2040,solar,84,0.689714
Honduras,HND,2040,wind,169,1.256217
Honduras,HND,2050,solar,84,0.716616
Honduras,HND,2050,wind,169,1.266195
Hungary,HUN,2030,solar,312,1.60333
Hungary,HUN,2030,wind,290,0.732708
Hungary,HUN,2040,solar,331,1.664231
Hungary,HUN,2040,wind,372,1.276135
Hungary,HUN,2050,solar,368,1.971103
Hungary,HUN,2050,wind,372,1.319777
Iceland,ISL,2030,solar,89,0.134656
Iceland,ISL,2040,solar,89,0.134657
Iceland,ISL,2050,solar,89,0.423335
India,IND,2030,solar,3371,27.260328
India,IND,2030,wind,4847,12.495562
India,IND,2040,solar,4411,31.562539
India,IND,2040,wind,8219,36.784525
India,IND,2050,solar,4418,32.567053
India,IND,2050,wind,8221,37.801496
Indonesia,IDN,2030,solar,1668,16.800733
Indonesia,IDN,2030,wind,588,4.513411
Indonesia,IDN,2040,solar,2369,21.829808
Indonesia,IDN,2040,wind,1435,10.193583
Indonesia,IDN,2050,solar,2371,22.440983
Indonesia,IDN,2050,wind,1440,10.400646
Iran,IRN,2030,solar,3544,45.324851
Iran,IRN,2030,wind,1716,4.831207
Iran,IRN,2040,solar,4200,53.628358
Iran,IRN,2040,wind,3076,14.794751
Iran,IRN,2050,solar,4202,54.850329
Iran,IRN,2050,wind,3077,15.095033
Iraq,IRQ,2030,solar,1068,9.546244
Iraq,IRQ,2030,wind,414,3.697826
Iraq,IRQ,2040,solar,1172,15.925882
Iraq,IRQ,2040,wind,644,5.781466
Iraq,IRQ,2050,solar,1172,16.099611
Iraq,IRQ,2050,wind,644,5.900934
Ireland,IRL,2030,solar,94,2.195108
Ireland,IRL,2030,wind,5,0.111705
Ireland,IRL,2040,solar,94,2.195108
Ireland,IRL,2040,wind,105,0.234769
Ireland,IRL,2050,solar,187,4.931892
Ireland,IRL,2050,wind,105,0.973994
Israel,ISR,2030,solar,73,0.153396
Israel,ISR,2030,wind,92,0.219348
Israel,ISR,2040,solar,119,0.248
Israel,ISR,2040,wind,92,0.286538
Israel,ISR,2050,solar,119,0.248763
Israel,ISR,2050,wind,92,0.294447
Italy,ITA,2030,solar,84,0.861173
Italy,ITA,2030,wind,345,3.101901
Italy,ITA,2040,solar,269,2.745522
Italy,ITA,2040,wind,534,6.374831
Italy,ITA,2050,solar,2045,22.156365
Italy,ITA,2050,wind,536,6.739022
Jamaica,JAM,2050,solar,4,0.117295
Japan,JPN,2030,solar,215,3.255947
Japan,JPN,2030,wind,138,1.450787
Japan,JPN,2040,solar,278,4.875658
Japan,JPN,2040,wind,273,3.512966
Japan,JPN,2050,solar,281,13.324734
Japan,JPN,2050,wind,274,3.594236
Jordan,JOR,2030,solar,153,0.638194
Jordan,JOR,2030,wind,63,0.244376
Jordan,JOR,2040,solar,235,2.984111
Jordan,JOR,2040,wind,105,1.087882
Jordan,JOR,2050,solar,235,2.997467
Jordan,JOR,2050,wind,105,1.169273
Kazakhstan,KAZ,2030,solar,2104,27.362308
Kazakhstan,KAZ,2030,wind,1443,6.73711
Kazakhstan,KAZ,2040,solar,3062,37.479805
Kazakhstan,KAZ,2040,wind,2832,19.558709
Kazakhstan,KAZ,2050,solar,3062,38.416795
Kazakhstan,KAZ,2050,wind,2832,19.993807
Kenya,KEN,2030,solar,466,7.3331
Kenya,KEN,2030,wind,376,1.50702
Kenya,KEN,2040,solar,624,11.247333
Kenya,KEN,2040,wind,579,2.488928
Kenya,KEN,2050,solar,624,11.609667
Kenya,KEN,2050,wind,579,2.602932
Kosovo,-99,2050,solar,80,0.227357
Kuwait,KWT,2030,wind,22,0.811317
Kuwait,KWT,2040,wind,22,0.817342
Kuwait,KWT,2050,wind,22,0.842337
Kyrgyzstan,KGZ,2030,solar,87,0.646597
Kyrgyzstan,KGZ,2030,wind,82,1.237937
Kyrgyzstan,KGZ,2040,solar,179,1.209908
Kyrgyzstan,KGZ,2040,wind,145,1.61449
Kyrgyzstan,KGZ,2050,solar,179,1.217632
Kyrgyzstan,KGZ,2050,wind,145,1.62763
Laos,LAO,2030,solar,178,1.838122
Laos,LAO,2030,wind,169,0.631565
Laos,LAO,2040,solar,178,1.84489
Laos,LAO,2040,wind,248,1.48274
Laos,LAO,2050,solar,178,1.909169
Laos,LAO,2050,wind,248,1.499063
Latvia,LVA,2030,solar,83,0.177152
Latvia,LVA,2030,wind,243,1.977687
Latvia,LVA,2040,solar,263,0.63148
Latvia,LVA,2040,wind,244,2.024783
Latvia,LVA,2050,solar,455,2.158287
Latvia,LVA,2050,wind,244,2.079685
Lebanon,LBN,2030,solar,22,0.109038
Lebanon,LBN,2030,wind,33,0.027903
Lebanon,LBN,2040,solar,22,0.110583
Lebanon,LBN,2040,wind,33,0.061013
Lebanon,LBN,2050,solar,22,0.110712
Lebanon,LBN,2050,wind,33,0.061045
Lesotho,LSO,2030,solar,57,0.120061
Lesotho,LSO,2030,wind,45,0.330557
Lesotho,LSO,2040,solar,97,1.475382
Lesotho,LSO,2040,wind,61,0.338879
Lesotho,LSO,2050,solar,97,1.483083
Lesotho,LSO,2050,wind,61,0.360162
Liberia,LBR,2030,solar,93,0.246364
Liberia,LBR,2030,wind,77,0.128637
Liberia,LBR,2040,solar,93,0.247575
Liberia,LBR,2040,wind,153,0.340148
Liberia,LBR,2050,solar,94,0.255759
Liberia,LBR,2050,wind,153,0.357075
Libya,LBY,2030,solar,1378,14.764393
Libya,LBY,2030,wind,248,1.378639
Libya,LBY,2040,solar,1705,22.65809
Libya,LBY,2040,wind,646,6.888201
Libya,LBY,2050,solar,1705,23.42932
Libya,LBY,2050,wind,646,7.117734
Lithuania,LTU,2030,solar,5,0.011608
Lithuania,LTU,2030,wind,15,0.156178
Lithuania,LTU,2040,solar,242,0.473005
Lithuania,LTU,2040,wind,115,0.330623
Lithuania,LTU,2050,solar,372,2.372647
Lithuania,LTU,2050,wind,115,0.34648
Luxembourg,LUX,2030,solar,16,0.057609
Luxembourg,LUX,2030,wind,13,0.029212
Luxembourg,LUX,2040,solar,16,0.058036
Luxembourg,LUX,2040,wind,30,0.156197
Luxembourg,LUX,2050,solar,31,0.300546
Luxembourg,LUX,2050,wind,30,0.397582
Madagascar,MDG,2030,solar,46,0.455669
Madagascar,MDG,2030,wind,63,0.12647
Madagascar,MDG,2040,solar,47,0.459754
Madagascar,MDG,2040,wind,268,1.625851
Madagascar,MDG,2050,solar,47,0.461039
Madagascar,MDG,2050,wind,268,1.675726
Malawi,MWI,2030,solar,119,0.352905
Malawi,MWI,2030,wind,238,0.46124
Malawi,MWI,2040,solar,155,0.652844
Malawi,MWI,2040,wind,266,3.117056
Malawi,MWI,2050,solar,155,0.659749
Malawi,MWI,2050,wind,266,3.177913
Malaysia,MYS,2030,solar,310,1.896696
Malaysia,MYS,2030,wind,240,2.420726
Malaysia,MYS,2040,solar,415,2.126336
Malaysia,MYS,2040,wind,270,2.737604
Malaysia,MYS,2050,solar,415,2.191048
Malaysia,MYS,2050,wind,270,2.823657
Mali,MLI,2030,solar,589,11.124455
Mali,MLI,2030,wind,347,2.931373
Mali,MLI,2040,solar,733,12.21048
Mali,MLI,2040,wind,498,8.815865
Mali,MLI,2050,solar,733,12.431162
Mali,MLI,2050,wind,498,9.041113
Mauritania,MRT,2030,solar,179,5.935589
Mauritania,MRT,2030,wind,106,0.689017
Mauritania,MRT,2040,solar,249,6.479019
Mauritania,MRT,2040,wind,136,1.169425
Mauritania,MRT,2050,solar,249,6.539047
Mauritania,MRT,2050,wind,136,1.189427
Mexico,MEX,2030,solar,2956,31.723847
Mexico,MEX,2030,wind,1396,5.532871
Mexico,MEX,2040,solar,3990,44.499479
Mexico,MEX,2040,wind,2607,16.429461
Mexico,MEX,2050,solar,3991,45.445519
Mexico,MEX,2050,wind,2610,16.66016
Moldova,MDA,2030,solar,45,0.072821
Moldova,MDA,2040,solar,95,0.231444
Moldova,MDA,2040,wind,25,0.025601
Moldova,MDA,2050,solar,95,0.247365
Moldova,MDA,2050,wind,25,0.027374
Mongolia,MNG,2030,solar,696,15.802222
Mongolia,MNG,2030,wind,335,3.539036
Mongolia,MNG,2040,solar,919,20.984523
Mongolia,MNG,2040,wind,865,12.197578
Mongolia,MNG,2050,solar,1432,116.982488
Mongolia,MNG,2050,wind,865,59.455602
Montenegro,MNE,2040,wind,23,0.243771
Montenegro,MNE,2050,solar,87,0.324705
Montenegro,MNE,2050,wind,23,0.261774
Morocco,MAR,2030,solar,715,16.120985
Morocco,MAR,2030,wind,193,1.229942
Morocco,MAR,2040,solar,829,17.286075
Morocco,MAR,2040,wind,558,3.113422
Morocco,MAR,2050,solar,829,17.523623
Morocco,MAR,2050,wind,559,3.191455
Mozambique,MOZ,2030,solar,803,12.774121
Mozambique,MOZ,2030,wind,241,1.512467
Mozambique,MOZ,2040,solar,846,14.102541
Mozambique,MOZ,2040,wind,499,5.500549
Mozambique,MOZ,2050,solar,846,14.406242
Mozambique,MOZ,2050,wind,499,5.537803
Myanmar,MMR,2030,solar,278,1.972243
Myanmar,MMR,2030,wind,355,1.229741
Myanmar,MMR,2040,solar,604,3.145094
Myanmar,MMR,2040,wind,726,5.15893
Myanmar,MMR,2050,solar,605,3.216675
Myanmar,MMR,2050,wind,726,5.176243
N. Cyprus,-99,2040,solar,22,0.162327
N. Cyprus,-99,2050,solar,22,0.162394
Namibia,NAM,2030,solar,1329,19.871998
Namibia,NAM,2030,wind,369,4.082097
Namibia,NAM,2040,solar,1851,26.503912
Namibia,NAM,2040,wind,588,7.622249
Namibia,NAM,2050,solar,1851,26.967114
Namibia,NAM,2050,wind,588,7.847326
Nepal,NPL,2030,solar,29,0.067875
Nepal,NPL,2030,wind,65,0.058927
Nepal,NPL,2040,solar,68,0.255716
Nepal,NPL,2040,wind,194,1.179785
Nepal,NPL,2050,solar,68,0.262521
Nepal,NPL,2050,wind,194,1.209355
Netherlands,NLD,2030,solar,86,1.331128
Netherlands,NLD,2040,solar,172,2.274383
Netherlands,NLD,2040,wind,81,0.422278
Netherlands,NLD,2050,solar,422,15.347381
Netherlands,NLD,2050,wind,82,10.977532
New Caledonia,NCL,2040,wind,44,0.121758
New Caledonia,NCL,2050,wind,44,0.126601
New Zealand,NZL,2030,solar,365,3.220128
New Zealand,NZL,2030,wind,169,2.262519
New Zealand,NZL,2040,solar,516,5.939913
New Zealand,NZL,2040,wind,288,3.388005
New Zealand,NZL,2050,solar,518,6.051172
New Zealand,NZL,2050,wind,289,3.533378
Nicaragua,NIC,2030,solar,83,0.418378
Nicaragua,NIC,2030,wind,264,0.693204
Nicaragua,NIC,2040,solar,83,0.422902
Nicaragua,NIC,2040,wind,264,0.917466
Nicaragua,NIC,2050,solar,83,0.423869
Nicaragua,NIC,2050,wind,264,0.94403
Niger,NER,2030,solar,324,7.736736
Niger,NER,2030,wind,244,0.519593
Niger,NER,2040,solar,396,10.365397
Niger,NER,2040,wind,314,1.154878
Niger,NER,2050,solar,396,10.682903
Niger,NER,2050,wind,314,1.178214
Nigeria,NGA,2030,solar,1288,5.888995
Nigeria,NGA,2030,wind,1280,5.352029
Nigeria,NGA,2040,solar,1718,10.403102
Nigeria,NGA,2040,wind,1836,8.85628
Nigeria,NGA,2050,solar,1719,10.602464
Nigeria,NGA,2050,wind,1837,8.994449
North Korea,PRK,2040,wind,238,0.867345
North Korea,PRK,2050,wind,238,0.914966
North Macedonia,MKD,2030,solar,8,0.003295
North Macedonia,MKD,2040,solar,8,0.003295
North Macedonia,MKD,2050,solar,147,0.559746
Norway,-99,2030,solar,94,0.113231
Norway,-99,2040,solar,94,0.114674
Norway,-99,2050,solar,316,0.883808
Oman,OMN,2030,solar,480,8.087198
Oman,OMN,2030,wind,66,0.931434
Oman,OMN,2040,solar,751,10.13081
Oman,OMN,2040,wind,295,3.479793
Oman,OMN,2050,solar,751,10.365894
Oman,OMN,2050,wind,296,3.615732
Pakistan,PAK,2030,solar,1356,18.852743
Pakistan,PAK,2030,wind,667,1.647456
Pakistan,PAK,2040,solar,1864,23.484846
Pakistan,PAK,2040,wind,1146,4.145378
Pakistan,PAK,2050,solar,1865,24.362288
Pakistan,PAK,2050,wind,1147,4.252261
Palestine,PSE,2030,wind,19,0.038131
Palestine,PSE,2040,wind,19,0.05965
Palestine,PSE,2050,wind,19,0.059755
Panama,PAN,2030,wind,117,1.291136
Panama,PAN,2040,wind,117,1.326903
Panama,PAN,2050,wind,117,1.334004
Papua New Guinea,PNG,2030,solar,75,0.606751
Papua New Guinea,PNG,2040,solar,96,0.792247
Papua New Guinea,PNG,2040,wind,50,0.237993
Papua New Guinea,PNG,2050,solar,96,0.815526
Papua New Guinea,PNG,2050,wind,50,0.238291
Paraguay,PRY,2030,solar,706,7.887587
Paraguay,PRY,2030,wind,261,1.155804
