country,country_iso3,year,type,station_count,capacity_gw
Niger,NER,2040,wind,384,2.710015
Niger,NER,2050,solar,805,19.532121
Niger,NER,2050,wind,384,3.745436
Nigeria,NGA,2030,solar,3014,32.718798
Nigeria,NGA,2030,wind,3667,49.682539
Nigeria,NGA,2040,solar,3017,35.621636
Nigeria,NGA,2040,wind,3744,53.692021
Nigeria,NGA,2050,solar,3020,46.533503
Nigeria,NGA,2050,wind,3745,71.475062
North Korea,PRK,2030,solar,87,0.476575
North Korea,PRK,2030,wind,308,2.84017
North Korea,PRK,2040,solar,87,0.483331
North Korea,PRK,2040,wind,308,3.048314
North Korea,PRK,2050,solar,87,0.664224
North Korea,PRK,2050,wind,308,3.684026
North Macedonia,MKD,2030,solar,72,0.195609
North Macedonia,MKD,2030,wind,106,0.653607
North Macedonia,MKD,2040,solar,147,0.559746
North Macedonia,MKD,2040,wind,106,0.702279
North Macedonia,MKD,2050,solar,147,0.559746
North Macedonia,MKD,2050,wind,106,0.963938
Norway,-99,2030,solar,344,1.077877
Norway,-99,2030,wind,296,4.52167
Norway,-99,2040,solar,344,1.147936
Norway,-99,2040,wind,296,4.707175
Norway,-99,2050,solar,345,1.43506
Norway,-99,2050,wind,296,7.032327
Oman,OMN,2030,solar,1125,14.200013
Oman,OMN,2030,wind,630,6.26054
Oman,OMN,2040,solar,1126,16.217712
Oman,OMN,2040,wind,630,7.212335
Oman,OMN,2050,solar,1126,20.829461
Oman,OMN,2050,wind,655,9.711967
Pakistan,PAK,2030,solar,3274,71.986729
Pakistan,PAK,2030,wind,3628,66.08506
Pakistan,PAK,2040,solar,3278,78.206194
Pakistan,PAK,2040,wind,3630,76.058928
Pakistan,PAK,2050,solar,3286,94.887352
Pakistan,PAK,2050,wind,3630,101.214092
Palestine,PSE,2030,solar,19,0.028742
Palestine,PSE,2030,wind,29,0.135517
Palestine,PSE,2040,solar,19,0.033608
Palestine,PSE,2040,wind,29,0.146565
Palestine,PSE,2050,solar,19,0.044971
Palestine,PSE,2050,wind,29,0.15393
Panama,PAN,2030,solar,27,0.208979
Panama,PAN,2030,wind,76,3.153841
Panama,PAN,2040,solar,27,0.247968
Panama,PAN,2040,wind,76,3.50627
Panama,PAN,2050,solar,27,0.342061
Panama,PAN,2050,wind,108,5.005268
Papua New Guinea,PNG,2030,solar,52,0.849467
Papua New Guinea,PNG,2030,wind,58,0.112342
Papua New Guinea,PNG,2040,solar,52,0.910615
Papua New Guinea,PNG,2040,wind,58,0.127169
Papua New Guinea,PNG,2050,solar,52,1.15873
Papua New Guinea,PNG,2050,wind,58,0.183365
Paraguay,PRY,2030,solar,1067,8.543419
Paraguay,PRY,2030,wind,888,13.219781
Paraguay,PRY,2040,solar,1068,9.44171
Paraguay,PRY,2040,wind,888,14.960375
Paraguay,PRY,2050,solar,1068,12.540955
Paraguay,PRY,2050,wind,1050,19.464973
Peru,PER,2030,solar,1446,12.436198
Peru,PER,2030,wind,654,9.732982
Peru,PER,2040,solar,1449,13.954078
Peru,PER,2040,wind,656,10.660275
Peru,PER,2050,solar,1485,19.052464
Peru,PER,2050,wind,743,15.166748
Philippines,PHL,2030,solar,133,1.085384
Philippines,PHL,2030,wind,641,5.392694
Philippines,PHL,2040,solar,133,1.223476
Philippines,PHL,2040,wind,647,5.971591
Philippines,PHL,2050,solar,134,1.52648
Philippines,PHL,2050,wind,653,8.630463
Poland,POL,2030,solar,1676,7.958874
Poland,POL,2030,wind,1820,24.144643
Poland,POL,2040,solar,1695,9.040998
Poland,POL,2040,wind,1920,26.069988
Poland,POL,2050,solar,1695,11.263188
Poland,POL,2050,wind,2250,37.313756
Portugal,PRT,2030,solar,307,0.907696
Portugal,PRT,2030,wind,610,19.446533
Portugal,PRT,2040,solar,832,5.527783
Portugal,PRT,2040,wind,612,20.142351
Portugal,PRT,2050,solar,832,5.527783
Portugal,PRT,2050,wind,613,26.760711
Puerto Rico,PRI,2030,wind,38,0.418552
Puerto Rico,PRI,2040,wind,38,0.425935
Puerto Rico,PRI,2050,wind,38,0.638469
Qatar,QAT,2030,solar,80,1.281539
Qatar,QAT,2030,wind,81,0.348967
Qatar,QAT,2040,solar,80,1.425213
Qatar,QAT,2040,wind,81,0.375216
Qatar,QAT,2050,solar,80,2.061937
Qatar,QAT,2050,wind,85,0.55721
Romania,ROU,2030,solar,1170,4.804955
Romania,ROU,2030,wind,1576,20.133537
Romania,ROU,2040,solar,1175,5.291959
Romania,ROU,2040,wind,1577,21.775172
Romania,ROU,2050,solar,1176,6.293961
Romania,ROU,2050,wind,1663,30.464258
Russia,RUS,2030,solar,15947,95.646817
Russia,RUS,2030,wind,21458,196.229349
Russia,RUS,2040,solar,15968,105.016851
Russia,RUS,2040,wind,21509,214.839172
Russia,RUS,2050,solar,16267,133.866933
Russia,RUS,2050,wind,22836,296.402083
Rwanda,RWA,2030,solar,32,0.470551
Rwanda,RWA,2030,wind,123,3.861257
Rwanda,RWA,2040,solar,32,0.497586
Rwanda,RWA,2040,wind,123,4.466146
Rwanda,RWA,2050,solar,32,0.564339
Rwanda,RWA,2050,wind,123,6.371883
S. Sudan,SSD,2030,solar,319,4.327803
S. Sudan,SSD,2030,wind,308,10.197308
S. Sudan,SSD,2040,solar,319,4.693302
S. Sudan,SSD,2040,wind,308,11.474165
S. Sudan,SSD,2050,solar,325,7.076105
S. Sudan,SSD,2050,wind,308,15.439923
Saudi Arabia,SAU,2030,solar,5274,80.407943
Saudi Arabia,SAU,2030,wind,2160,26.789128
Saudi Arabia,SAU,2040,solar,5275,87.642491
Saudi Arabia,SAU,2040,wind,2162,29.703543
Saudi Arabia,SAU,2050,solar,5545,115.039231
Saudi Arabia,SAU,2050,wind,2840,43.919188
Senegal,SEN,2030,solar,240,2.984581
Senegal,SEN,2030,wind,180,2.551876
Senegal,SEN,2040,solar,240,3.379336
Senegal,SEN,2040,wind,180,2.882227
Senegal,SEN,2050,solar,240,4.708353
Senegal,SEN,2050,wind,210,3.989422
Serbia,SRB,2030,solar,355,2.095686
Serbia,SRB,2030,wind,398,10.416079
Serbia,SRB,2040,solar,444,3.565582
Serbia,SRB,2040,wind,398,11.761325
Serbia,SRB,2050,solar,444,3.600218
Serbia,SRB,2050,wind,468,13.792758
Sierra Leone,SLE,2030,solar,165,1.39341
Sierra Leone,SLE,2030,wind,357,7.841608
Sierra Leone,SLE,2040,solar,165,1.668717
Sierra Leone,SLE,2040,wind,357,8.126371
Sierra Leone,SLE,2050,solar,166,2.137506
Sierra Leone,SLE,2050,wind,357,8.828242
Slovakia,SVK,2030,solar,157,0.398993
Slovakia,SVK,2030,wind,218,1.049477
Slovakia,SVK,2040,solar,157,0.4518
Slovakia,SVK,2040,wind,218,1.151169
Slovakia,SVK,2050,solar,157,0.623035
Slovakia,SVK,2050,wind,218,1.584163
Slovenia,SVN,2030,solar,8,0.007498
Slovenia,SVN,2030,wind,54,0.169215
Slovenia,SVN,2040,solar,8,0.015728
Slovenia,SVN,2040,wind,54,0.191271
Slovenia,SVN,2050,solar,8,0.015728
Slovenia,SVN,2050,wind,62,0.302303
Somaliland,-99,2030,solar,169,2.370557
Somaliland,-99,2040,solar,169,2.545876
Somaliland,-99,2050,solar,169,3.461631
Somaliland,-99,2050,wind,1,0.003414
South Africa,ZAF,2030,solar,5979,42.05835
South Africa,ZAF,2030,wind,3556,39.602086
South Africa,ZAF,2040,solar,5983,46.569032
South Africa,ZAF,2040,wind,3557,43.048018
South Africa,ZAF,2050,solar,6144,61.900738
South Africa,ZAF,2050,wind,3961,59.964294
South Korea,KOR,2030,solar,253,1.305431
South Korea,KOR,2030,wind,217,7.440542
South Korea,KOR,2040,solar,253,1.508779
South Korea,KOR,2040,wind,220,8.216466
South Korea,KOR,2050,solar,253,1.910019
South Korea,KOR,2050,wind,221,11.401405
Spain,ESP,2030,solar,1466,8.92153
Spain,ESP,2030,wind,2852,26.955578
Spain,ESP,2040,solar,4195,35.342806
Spain,ESP,2040,wind,2852,29.610568
Spain,ESP,2050,solar,4195,35.342806
Spain,ESP,2050,wind,3027,39.603377
Sri Lanka,LKA,2030,solar,255,7.651031
Sri Lanka,LKA,2030,wind,385,9.449926
Sri Lanka,LKA,2040,solar,255,8.081449
Sri Lanka,LKA,2040,wind,387,10.839783
Sri Lanka,LKA,2050,solar,255,10.044548
Sri Lanka,LKA,2050,wind,387,15.293546
Sudan,SDN,2030,solar,1512,29.759811
Sudan,SDN,2030,wind,1153,14.667516
Sudan,SDN,2040,solar,1512,32.287068
Sudan,SDN,2040,wind,1153,16.097752
Sudan,SDN,2050,solar,1519,42.665311
Sudan,SDN,2050,wind,1233,24.595754
Suriname,SUR,2030,solar,24,0.199436
Suriname,SUR,2030,wind,1,0.024599
Suriname,SUR,2040,solar,24,0.236659
Suriname,SUR,2040,wind,1,0.025953
Suriname,SUR,2050,solar,24,0.327537
Suriname,SUR,2050,wind,1,0.036673
Sweden,SWE,2030,solar,166,0.331336
Sweden,SWE,2030,wind,717,4.073673
Sweden,SWE,2040,solar,166,0.349615
Sweden,SWE,2040,wind,721,4.522646
Sweden,SWE,2050,solar,166,0.397579
Sweden,SWE,2050,wind,722,6.163834
Switzerland,CHE,2030,solar,58,0.368494
Switzerland,CHE,2030,wind,186,1.314792
Switzerland,CHE,2040,solar,327,2.742076
Switzerland,CHE,2040,wind,186,1.469186
Switzerland,CHE,2050,solar,327,2.755622
Switzerland,CHE,2050,wind,186,2.123298
Syria,SYR,2030,solar,968,4.909567
Syria,SYR,2030,wind,788,5.956772
Syria,SYR,2040,solar,971,5.44967
Syria,SYR,2040,wind,789,6.725919
Syria,SYR,2050,solar,1051,7.828174
Syria,SYR,2050,wind,925,9.706325
Tajikistan,TJK,2030,solar,219,0.810542
Tajikistan,TJK,2030,wind,241,2.981162
Tajikistan,TJK,2040,solar,219,0.899652
Tajikistan,TJK,2040,wind,241,3.456136
Tajikistan,TJK,2050,solar,219,1.211682
Tajikistan,TJK,2050,wind,258,4.390101
Tanzania,TZA,2030,solar,1295,21.824937
Tanzania,TZA,2030,wind,1057,19.342594
Tanzania,TZA,2040,solar,1295,23.728943
Tanzania,TZA,2040,wind,1057,21.945097
Tanzania,TZA,2050,solar,1295,30.363534
Tanzania,TZA,2050,wind,1217,31.508361
Thailand,THA,2030,solar,1249,5.789432
Thailand,THA,2030,wind,2314,55.069139
Thailand,THA,2040,solar,1256,6.309883
Thailand,THA,2040,wind,2317,59.223724
Thailand,THA,2050,solar,1276,7.969615
Thailand,THA,2050,wind,2491,80.727017
Togo,TGO,2030,solar,396,2.038166
Togo,TGO,2030,wind,125,3.320874
Togo,TGO,2040,solar,396,2.25913
Togo,TGO,2040,wind,125,3.614771
Togo,TGO,2050,solar,396,3.176458
Togo,TGO,2050,wind,125,4.53169
Tunisia,TUN,2030,solar,698,9.287946
Tunisia,TUN,2030,wind,524,2.611896
Tunisia,TUN,2040,solar,698,10.197012
Tunisia,TUN,2040,wind,524,2.779354
Tunisia,TUN,2050,solar,698,14.999278
Tunisia,TUN,2050,wind,524,3.697583
Turkey,TUR,2030,solar,1776,7.41587
Turkey,TUR,2030,wind,4065,36.896676
Turkey,TUR,2040,solar,1825,8.133764
Turkey,TUR,2040,wind,4170,43.553599
Turkey,TUR,2050,solar,1827,9.616583
Turkey,TUR,2050,wind,4542,63.476946
Turkmenistan,TKM,2030,solar,1598,23.307819
Turkmenistan,TKM,2030,wind,1208,26.088227
Turkmenistan,TKM,2040,solar,1599,25.831438
Turkmenistan,TKM,2040,wind,1208,28.412347
Turkmenistan,TKM,2050,solar,1603,34.268991
Turkmenistan,TKM,2050,wind,1296,39.816593
Uganda,UGA,2030,solar,1017,7.650691
Uganda,UGA,2030,wind,1055,26.187523
Uganda,UGA,2040,solar,1017,8.377029
Uganda,UGA,2040,wind,1055,29.610319
Uganda,UGA,2050,solar,1019,10.54897
Uganda,UGA,2050,wind,1055,40.030996
Ukraine,UKR,2030,solar,1772,7.868437
Ukraine,UKR,2030,wind,4201,73.240802
Ukraine,UKR,2040,solar,1778,8.55374
Ukraine,UKR,2040,wind,4201,81.076521
Ukraine,UKR,2050,solar,1779,10.668311
Ukraine,UKR,2050,wind,4401,104.699534
United Arab Emirates,ARE,2030,solar,296,4.014431
United Arab Emirates,ARE,2030,wind,221,3.091303
United Arab Emirates,ARE,2040,solar,297,5.032093
United Arab Emirates,ARE,2040,wind,221,3.397227
United Arab Emirates,ARE,2050,solar,297,6.997596
United Arab Emirates,ARE,2050,wind,249,4.381484
United Kingdom,GBR,2030,solar,1661,18.985
United Kingdom,GBR,2030,wind,1248,19.723219
United Kingdom,GBR,2040,solar,1664,20.637469
United Kingdom,GBR,2040,wind,1251,21.255276
United Kingdom,GBR,2050,solar,1667,23.915672
United Kingdom,GBR,2050,wind,1251,29.538247
United States of America,USA,2030,solar,40486,591.429492
United States of America,USA,2030,wind,31497,339.264779
United States of America,USA,2040,solar,40525,643.092361
United States of America,USA,2040,wind,31752,373.683864
United States of America,USA,2050,solar,40760,818.835637
United States of America,USA,2050,wind,33814,520.222063
Uruguay,URY,2030,solar,1076,5.871477
Uruguay,URY,2030,wind,488,2.619827
Uruguay,URY,2040,solar,1077,6.523104
Uruguay,URY,2040,wind,488,3.956836
Uruguay,URY,2050,solar,1077,8.885375
Uruguay,URY,2050,wind,568,5.945063
Uzbekistan,UZB,2030,solar,1419,22.807724
Uzbekistan,UZB,2030,wind,1016,9.438927
Uzbekistan,UZB,2040,solar,1420,25.326697
Uzbekistan,UZB,2040,wind,1016,10.478885
Uzbekistan,UZB,2050,solar,1420,34.393795
Uzbekistan,UZB,2050,wind,1292,15.221375
Venezuela,VEN,2030,solar,2166,21.414354
Venezuela,VEN,2030,wind,1974,21.956439
Venezuela,VEN,2040,solar,2228,23.357949
Venezuela,VEN,2040,wind,1976,24.082861
Venezuela,VEN,2050,solar,2229,31.784217
Venezuela,VEN,2050,wind,2077,33.892151
Vietnam,VNM,2030,solar,715,5.967063
Vietnam,VNM,2030,wind,1296,35.701894
Vietnam,VNM,2040,solar,715,6.426624
Vietnam,VNM,2040,wind,1297,38.327774
Vietnam,VNM,2050,solar,716,7.761363
Vietnam,VNM,2050,wind,1297,53.476466
W. Sahara,ESH,2030,solar,6,0.706702
W. Sahara,ESH,2030,wind,6,0.493826
W. Sahara,ESH,2040,solar,6,0.750218
W. Sahara,ESH,2040,wind,6,0.553257
W. Sahara,ESH,2050,solar,6,0.806076
W. Sahara,ESH,2050,wind,6,0.802485
Yemen,YEM,2030,solar,548,9.169508
Yemen,YEM,2030,wind,545,5.182105
Yemen,YEM,2040,solar,551,9.900079
Yemen,YEM,2040,wind,588,6.029162
Yemen,YEM,2050,solar,622,13.163775
Yemen,YEM,2050,wind,596,8.438927
Zambia,ZMB,2030,solar,1692,22.251087
Zambia,ZMB,2030,wind,898,8.12198
Zambia,ZMB,2040,solar,1692,24.846672
Zambia,ZMB,2040,wind,898,8.843009
Zambia,ZMB,2050,solar,1692,33.777641
Zambia,ZMB,2050,wind,968,13.337446
Zimbabwe,ZWE,2030,solar,1608,14.70148
Zimbabwe,ZWE,2030,wind,1321,19.606604
Zimbabwe,ZWE,2040,solar,1613,16.099505
Zimbabwe,ZWE,2040,wind,1321,21.664312
Zimbabwe,ZWE,2050,solar,1618,21.431079
Zimbabwe,ZWE,2050,wind,1540,32.228782
eSwatini,SWZ,2030,solar,128,0.880328
eSwatini,SWZ,2030,wind,44,0.394611
eSwatini,SWZ,2040,solar,128,1.062842
eSwatini,SWZ,2040,wind,44,0.406187
eSwatini,SWZ,2050,solar,128,1.387212
eSwatini,SWZ,2050,wind,44,0.561614
