country,country_en,country_iso3,patch_id,geometry_intersects,station_observed_ssp126,station_count_ssp126,capacity_gw_ssp126,station_observed_ssp245,station_count_ssp245,capacity_gw_ssp245,station_observed_ssp585,station_count_ssp585,capacity_gw_ssp585
Tunisia,Tunisia,TUN,R02C07,True,True,9315,159.674728,True,9315,159.674728,True,9315,159.674728
Turkey,Turkey,TUR,R02C07,True,True,7679,52.014644,True,7679,52.014644,True,7679,52.014644
Turkey,Turkey,TUR,R02C08,True,True,36089,411.709846,True,36089,411.709846,True,36089,411.709846
Turkmenistan,Turkmenistan,TKM,R02C08,True,True,12071,379.611995,True,12071,379.611995,True,12071,379.611995
Turkmenistan,Turkmenistan,TKM,R02C09,True,True,11475,345.819063,True,11475,345.819063,True,11475,345.819063
Uganda,Uganda,UGA,R03C07,True,True,24,0.175477,True,24,0.175477,False,24,0.175477
Uganda,Uganda,UGA,R03C08,True,True,8512,131.870993,True,8512,131.870993,True,8512,131.870993
Uganda,Uganda,UGA,R04C07,True,True,290,5.424686,True,290,5.424686,False,290,5.424686
Uganda,Uganda,UGA,R04C08,True,True,1688,72.104602,True,1688,72.104602,True,1688,72.104602
Ukraine,Ukraine,UKR,R02C07,True,True,16706,255.71521,True,16706,255.71521,True,16706,255.71521
Ukraine,Ukraine,UKR,R02C08,True,True,27746,360.038838,True,27746,360.038838,True,27746,360.038838
United Arab Emirates,United Arab Emirates,ARE,R03C08,True,True,3583,74.476593,True,3583,74.476593,True,3583,74.476593
United Kingdom,United Kingdom,GBR,R02C06,True,True,19496,351.33962,True,19496,351.33962,True,19496,351.33962
United Kingdom,United Kingdom,GBR,R02C07,True,True,1735,18.493918,True,1735,18.493918,True,1735,18.493918
United States of America,United States of America,USA,R01C01,True,True,14,0.591216,True,14,0.591216,False,14,0.591216
United States of America,United States of America,USA,R01C02,True,True,236,1.956484,True,236,1.956484,False,236,1.956484
United States of America,United States of America,USA,R02C01,True,False,0,0,False,0,0,False,0,0
United States of America,United States of America,USA,R02C02,True,True,18065,234.973046,True,18065,234.973046,True,18065,234.973046
United States of America,United States of America,USA,R02C03,True,True,361145,7252.85498,True,361145,7252.85498,True,361145,7252.85498
United States of America,United States of America,USA,R02C04,True,True,155113,2066.352632,True,155113,2066.352632,True,155113,2066.352632
United States of America,United States of America,USA,R03C03,True,True,14339,393.612496,True,14339,393.612496,True,14339,393.612496
United States of America,United States of America,USA,R03C04,True,True,7351,171.104025,True,7351,171.104025,True,7351,171.104025
Uruguay,Uruguay,URY,R05C05,True,True,14746,185.376535,True,14746,185.376535,True,14746,185.376535
Uzbekistan,Uzbekistan,UZB,R02C08,True,True,2393,61.687461,True,2393,61.687461,True,2393,61.687461
Uzbekistan,Uzbekistan,UZB,R02C09,True,True,19133,428.884416,True,19133,428.884416,True,19133,428.884416
Vanuatu,Vanuatu,VUT,R04C12,True,False,0,0,False,0,0,False,0,0
Venezuela,Venezuela,VEN,R03C04,True,True,33242,508.726953,True,33242,508.726953,True,33242,508.726953
Venezuela,Venezuela,VEN,R03C05,True,False,0,0,False,0,0,False,0,0
Vietnam,Vietnam,VNM,R03C10,True,True,13873,287.353086,True,13873,287.353086,True,13873,287.353086
W. Sahara,Western Sahara,ESH,R03C06,True,True,140,15.911792,True,140,15.911792,True,140,15.911792
Yemen,Yemen,YEM,R03C08,True,True,9399,196.752894,True,9399,196.752894,True,9399,196.752894
Zambia,Zambia,ZMB,R04C07,True,True,15856,263.828875,True,15856,263.828875,True,15856,263.828875
Zambia,Zambia,ZMB,R04C08,True,True,6701,96.056473,True,6701,96.056473,True,6701,96.056473
Zimbabwe,Zimbabwe,ZWE,R04C07,True,True,9576,193.395284,True,9576,193.395284,True,9576,193.395284
Zimbabwe,Zimbabwe,ZWE,R04C08,True,True,12527,252.450389,True,12527,252.450389,True,12527,252.450389
eSwatini,Eswatini,SWZ,R04C08,True,True,1018,14.742484,True,1018,14.742484,True,1018,14.742484
