country,country_iso3,year,type,patch_id,station_count,capacity_gw
Australia,AUS,2050,wind,R04C10,676,47.787773
Australia,AUS,2050,wind,R04C11,2594,142.878939
Australia,AUS,2050,wind,R04C12,1144,42.297676
Australia,AUS,2050,wind,R05C10,945,40.944669
Australia,AUS,2050,wind,R05C11,5009,187.023646
Australia,AUS,2050,wind,R05C12,482,11.578393
Austria,AUT,2030,solar,R02C07,430,1.492896
Austria,AUT,2030,wind,R02C07,510,2.597285
Austria,AUT,2040,solar,R02C07,726,4.095783
Austria,AUT,2040,wind,R02C07,599,4.784652
Austria,AUT,2050,solar,R02C07,726,4.095834
Austria,AUT,2050,wind,R02C07,862,12.298775
Azerbaijan,AZE,2030,solar,R02C08,183,1.433263
Azerbaijan,AZE,2030,wind,R02C08,283,1.201739
Azerbaijan,AZE,2040,solar,R02C08,183,2.445371
Azerbaijan,AZE,2040,wind,R02C08,283,2.124974
Azerbaijan,AZE,2050,solar,R02C08,217,3.275292
Azerbaijan,AZE,2050,wind,R02C08,504,5.053919
Bangladesh,BGD,2030,solar,R03C09,42,0.288804
Bangladesh,BGD,2030,solar,R03C10,69,0.559422
Bangladesh,BGD,2030,wind,R03C09,303,1.328723
Bangladesh,BGD,2030,wind,R03C10,339,2.529408
Bangladesh,BGD,2040,solar,R03C09,44,0.454852
Bangladesh,BGD,2040,solar,R03C10,69,0.893591
Bangladesh,BGD,2040,wind,R03C09,303,2.517336
Bangladesh,BGD,2040,wind,R03C10,339,4.49476
Bangladesh,BGD,2050,solar,R03C09,72,0.541532
Bangladesh,BGD,2050,solar,R03C10,262,3.178577
Bangladesh,BGD,2050,wind,R03C09,425,3.820203
Bangladesh,BGD,2050,wind,R03C10,513,6.371925
Belarus,BLR,2030,solar,R02C07,656,1.674149
Belarus,BLR,2030,solar,R02C08,330,0.943866
Belarus,BLR,2030,wind,R02C07,1137,11.227352
Belarus,BLR,2030,wind,R02C08,359,1.926112
Belarus,BLR,2040,solar,R02C07,656,2.46336
Belarus,BLR,2040,solar,R02C08,330,1.491359
Belarus,BLR,2040,wind,R02C07,1137,20.048706
Belarus,BLR,2040,wind,R02C08,359,3.433375
Belarus,BLR,2050,solar,R02C07,977,3.431564
Belarus,BLR,2050,solar,R02C08,389,1.560962
Belarus,BLR,2050,wind,R02C07,1783,41.284902
Belarus,BLR,2050,wind,R02C08,469,5.25421
Belgium,BEL,2030,solar,R02C07,283,1.684546
Belgium,BEL,2030,wind,R02C07,138,0.377016
Belgium,BEL,2040,solar,R02C07,378,7.243594
Belgium,BEL,2040,wind,R02C07,138,0.690163
Belgium,BEL,2050,solar,R02C07,378,7.243612
Belgium,BEL,2050,wind,R02C07,234,2.157381
Belize,BLZ,2030,solar,R03C04,122,0.852234
Belize,BLZ,2030,wind,R03C04,83,1.749016
Belize,BLZ,2040,solar,R03C04,122,1.129169
Belize,BLZ,2040,wind,R03C04,84,3.13611
Belize,BLZ,2050,solar,R03C04,123,2.74636
Belize,BLZ,2050,wind,R03C04,86,5.355937
Benin,BEN,2030,solar,R03C07,670,5.809114
Benin,BEN,2030,wind,R03C07,355,4.649927
Benin,BEN,2040,solar,R03C07,671,10.161609
Benin,BEN,2040,wind,R03C07,355,8.216745
Benin,BEN,2050,solar,R03C07,741,14.369374
Benin,BEN,2050,wind,R03C07,533,12.934784
Bhutan,BTN,2030,solar,R03C09,6,0.028538
Bhutan,BTN,2030,solar,R03C10,23,0.064935
Bhutan,BTN,2030,wind,R03C09,13,0.004896
Bhutan,BTN,2030,wind,R03C10,32,0.027146
Bhutan,BTN,2040,solar,R03C09,6,0.032551
Bhutan,BTN,2040,solar,R03C10,23,0.106263
Bhutan,BTN,2040,wind,R03C09,13,0.008747
Bhutan,BTN,2040,wind,R03C10,32,0.046312
Bhutan,BTN,2050,solar,R03C09,6,0.032551
Bhutan,BTN,2050,solar,R03C10,23,0.10739
Bhutan,BTN,2050,wind,R03C09,13,0.009119
Bhutan,BTN,2050,wind,R03C10,32,0.050315
Bolivia,BOL,2030,solar,R04C04,1703,25.70973
Bolivia,BOL,2030,solar,R04C05,57,0.39154
Bolivia,BOL,2030,wind,R04C04,473,6.30831
Bolivia,BOL,2030,wind,R04C05,70,1.89015
Bolivia,BOL,2040,solar,R04C04,1705,40.707522
Bolivia,BOL,2040,solar,R04C05,57,0.636073
Bolivia,BOL,2040,wind,R04C04,473,11.021353
Bolivia,BOL,2040,wind,R04C05,70,3.134853
Bolivia,BOL,2050,solar,R04C04,1873,59.694579
Bolivia,BOL,2050,solar,R04C05,89,3.764734
Bolivia,BOL,2050,wind,R04C04,771,14.708587
Bolivia,BOL,2050,wind,R04C05,71,4.189926
Bosnia and Herz.,BIH,2030,solar,R02C07,239,1.21175
Bosnia and Herz.,BIH,2030,wind,R02C07,188,2.677547
Bosnia and Herz.,BIH,2040,solar,R02C07,313,1.864783
Bosnia and Herz.,BIH,2040,wind,R02C07,188,4.953513
Bosnia and Herz.,BIH,2050,solar,R02C07,313,1.866415
Bosnia and Herz.,BIH,2050,wind,R02C07,353,8.40068
Botswana,BWA,2030,solar,R04C07,1340,25.156049
Botswana,BWA,2030,wind,R04C07,905,21.72642
Botswana,BWA,2040,solar,R04C07,1340,41.762452
Botswana,BWA,2040,wind,R04C07,905,37.476538
Botswana,BWA,2050,solar,R04C07,1691,61.615461
Botswana,BWA,2050,wind,R04C07,1386,63.966664
Brazil,BRA,2030,solar,R03C04,281,9.646502
Brazil,BRA,2030,solar,R03C05,87,4.094436
Brazil,BRA,2030,solar,R04C04,202,2.702755
Brazil,BRA,2030,solar,R04C05,20894,247.762079
Brazil,BRA,2030,solar,R05C05,451,4.829448
Brazil,BRA,2030,wind,R03C04,64,0.153611
Brazil,BRA,2030,wind,R03C05,133,2.050355
Brazil,BRA,2030,wind,R04C04,604,5.706186
Brazil,BRA,2030,wind,R04C05,19899,296.003586
Brazil,BRA,2030,wind,R05C05,263,1.494341
Brazil,BRA,2040,solar,R03C04,281,16.555237
Brazil,BRA,2040,solar,R03C05,87,6.977802
Brazil,BRA,2040,solar,R04C04,202,3.907135
Brazil,BRA,2040,solar,R04C05,20921,408.258315
Brazil,BRA,2040,solar,R05C05,453,8.084227
Brazil,BRA,2040,wind,R03C04,64,0.289262
Brazil,BRA,2040,wind,R03C05,133,3.69887
Brazil,BRA,2040,wind,R04C04,604,10.045156
Brazil,BRA,2040,wind,R04C05,19899,518.422886
Brazil,BRA,2040,wind,R05C05,263,2.782853
Brazil,BRA,2050,solar,R03C04,294,19.816397
Brazil,BRA,2050,solar,R03C05,87,9.022192
Brazil,BRA,2050,solar,R04C04,375,5.580854
Brazil,BRA,2050,solar,R04C05,23836,581.777373
Brazil,BRA,2050,solar,R05C05,494,10.070446
Brazil,BRA,2050,wind,R03C04,110,1.170782
Brazil,BRA,2050,wind,R03C05,186,5.805164
Brazil,BRA,2050,wind,R04C04,859,22.511789
Brazil,BRA,2050,wind,R04C05,28116,844.096488
Brazil,BRA,2050,wind,R05C05,568,9.125313
Brunei,BRN,2030,solar,R03C10,27,0.035232
Brunei,BRN,2030,wind,R03C10,26,0.112698
Brunei,BRN,2040,solar,R03C10,27,0.057989
Brunei,BRN,2040,wind,R03C10,26,0.209747
Brunei,BRN,2050,solar,R03C10,27,0.09758
Brunei,BRN,2050,wind,R03C10,26,0.408558
Bulgaria,BGR,2030,solar,R02C07,144,0.364912
Bulgaria,BGR,2030,wind,R02C07,454,7.959546
Bulgaria,BGR,2040,solar,R02C07,146,0.592163
Bulgaria,BGR,2040,wind,R02C07,454,14.244877
Bulgaria,BGR,2050,solar,R02C07,146,0.593047
Bulgaria,BGR,2050,wind,R02C07,742,20.307183
Burkina Faso,BFA,2030,solar,R03C06,960,15.56421
Burkina Faso,BFA,2030,solar,R03C07,103,1.33396
Burkina Faso,BFA,2030,wind,R03C06,903,5.083355
Burkina Faso,BFA,2030,wind,R03C07,102,0.520999
Burkina Faso,BFA,2040,solar,R03C06,970,22.088334
Burkina Faso,BFA,2040,solar,R03C07,105,2.501241
Burkina Faso,BFA,2040,wind,R03C06,903,8.948288
Burkina Faso,BFA,2040,wind,R03C07,102,0.917941
Burkina Faso,BFA,2050,solar,R03C06,1082,27.975973
Burkina Faso,BFA,2050,solar,R03C07,105,2.695012
Burkina Faso,BFA,2050,wind,R03C06,1202,21.289406
Burkina Faso,BFA,2050,wind,R03C07,131,1.710016
Burundi,BDI,2030,solar,R04C08,82,1.401247
Burundi,BDI,2030,wind,R04C07,65,0.107598
Burundi,BDI,2030,wind,R04C08,99,0.655888
Burundi,BDI,2040,solar,R04C08,84,1.777268
Burundi,BDI,2040,wind,R04C07,65,0.198341
Burundi,BDI,2040,wind,R04C08,99,1.1347
Burundi,BDI,2050,solar,R04C08,84,2.032665
Burundi,BDI,2050,wind,R04C07,88,0.90785
Burundi,BDI,2050,wind,R04C08,99,1.258086
Cambodia,KHM,2030,solar,R03C10,564,10.474784
Cambodia,KHM,2030,wind,R03C10,997,13.104726
Cambodia,KHM,2040,solar,R03C10,566,13.690021
Cambodia,KHM,2040,wind,R03C10,997,22.831482
Cambodia,KHM,2050,solar,R03C10,804,14.776429
Cambodia,KHM,2050,wind,R03C10,1083,32.287482
Cameroon,CMR,2030,solar,R03C07,1015,9.51767
Cameroon,CMR,2030,wind,R03C07,740,6.680223
Cameroon,CMR,2040,solar,R03C07,1017,14.528388
Cameroon,CMR,2040,wind,R03C07,740,11.733087
Cameroon,CMR,2050,solar,R03C07,1119,17.040808
Cameroon,CMR,2050,wind,R03C07,983,17.440463
Canada,CAN,2030,solar,R02C02,124,0.756863
Canada,CAN,2030,solar,R02C03,3199,16.740987
Canada,CAN,2030,solar,R02C04,1493,7.432993
Canada,CAN,2030,solar,R02C05,149,1.612047
Canada,CAN,2030,wind,R02C02,203,0.876035
Canada,CAN,2030,wind,R02C03,5577,52.025413
Canada,CAN,2030,wind,R02C04,1906,14.10101
Canada,CAN,2030,wind,R02C05,105,2.176802
Canada,CAN,2040,solar,R02C02,124,1.002116
Canada,CAN,2040,solar,R02C03,3207,25.673714
Canada,CAN,2040,solar,R02C04,1494,11.604013
Canada,CAN,2040,solar,R02C05,149,2.332384
Canada,CAN,2040,wind,R02C02,203,1.620146
Canada,CAN,2040,wind,R02C03,5578,92.172086
Canada,CAN,2040,wind,R02C04,1967,25.60523
Canada,CAN,2040,wind,R02C05,105,3.835422
Canada,CAN,2050,solar,R02C02,124,1.002116
Canada,CAN,2050,solar,R02C03,4453,38.184481
Canada,CAN,2050,solar,R02C04,1974,14.598501
Canada,CAN,2050,solar,R02C05,190,2.898945
Canada,CAN,2050,wind,R01C02,8,0.047142
Canada,CAN,2050,wind,R02C02,462,5.881263
Canada,CAN,2050,wind,R02C03,7054,173.005534
Canada,CAN,2050,wind,R02C04,2343,35.581285
Canada,CAN,2050,wind,R02C05,224,10.591751
Central African Rep.,CAF,2030,solar,R03C07,118,0.470585
Central African Rep.,CAF,2030,wind,R03C07,158,1.841305
Central African Rep.,CAF,2040,solar,R03C07,118,0.870357
Central African Rep.,CAF,2040,wind,R03C07,158,3.362421
Central African Rep.,CAF,2050,solar,R03C07,118,1.284848
Central African Rep.,CAF,2050,wind,R03C07,250,6.302988
Chad,TCD,2030,solar,R03C07,613,5.407494
Chad,TCD,2030,wind,R03C07,421,9.401498
Chad,TCD,2040,solar,R03C07,616,9.229166
Chad,TCD,2040,wind,R03C07,421,16.297588
Chad,TCD,2050,solar,R03C07,684,17.14896
Chad,TCD,2050,wind,R03C07,862,23.684306
Chile,CHL,2030,solar,R04C04,617,8.551129
Chile,CHL,2030,solar,R05C04,656,4.772
Chile,CHL,2030,wind,R04C04,408,6.576504
Chile,CHL,2030,wind,R05C04,747,4.190612
Chile,CHL,2040,solar,R04C04,617,13.731256
Chile,CHL,2040,solar,R05C04,663,6.799882
Chile,CHL,2040,wind,R04C04,408,11.824746
Chile,CHL,2040,wind,R05C04,747,7.415416
Chile,CHL,2050,solar,R04C04,704,19.497954
Chile,CHL,2050,solar,R05C04,801,8.419955
Chile,CHL,2050,wind,R04C04,563,29.563038
Chile,CHL,2050,wind,R05C04,1166,24.373071
China,CHN,2030,solar,R02C09,2273,60.269463
China,CHN,2030,solar,R02C10,10262,171.930206
China,CHN,2030,solar,R02C11,3761,28.695474
China,CHN,2030,solar,R03C10,2639,20.651502
China,CHN,2030,solar,R03C11,188,4.631566
China,CHN,2030,wind,R02C09,1751,35.499867
China,CHN,2030,wind,R02C10,12504,203.672201
China,CHN,2030,wind,R02C11,4654,65.982572
China,CHN,2030,wind,R03C10,5929,50.917494
China,CHN,2030,wind,R03C11,148,1.940388
China,CHN,2040,solar,R02C09,2273,155.151632
China,CHN,2040,solar,R02C10,10371,341.775834
China,CHN,2040,solar,R02C11,3777,46.677909
China,CHN,2040,solar,R03C10,2660,29.162044
China,CHN,2040,solar,R03C11,188,6.018143
China,CHN,2040,wind,R02C09,1751,63.366217
China,CHN,2040,wind,R02C10,12506,362.731974
China,CHN,2040,wind,R02C11,4654,118.633439
China,CHN,2040,wind,R03C10,5930,89.193356
China,CHN,2040,wind,R03C11,149,3.650299
China,CHN,2050,solar,R02C09,2664,171.193137
China,CHN,2050,solar,R02C10,12125,419.101897
China,CHN,2050,solar,R02C11,4548,58.712079
China,CHN,2050,solar,R03C09,44,1.398707
China,CHN,2050,solar,R03C10,3575,36.17566
China,CHN,2050,solar,R03C11,243,7.140914
China,CHN,2050,wind,R02C09,2930,120.069426
China,CHN,2050,wind,R02C10,16878,635.931597
China,CHN,2050,wind,R02C11,6940,234.357125
China,CHN,2050,wind,R03C10,8440,150.039464
China,CHN,2050,wind,R03C11,471,9.148148
Colombia,COL,2030,solar,R03C04,1801,27.838858
Colombia,COL,2030,wind,R03C04,1803,27.35266
Colombia,COL,2040,solar,R03C04,1805,45.881876
Colombia,COL,2040,wind,R03C04,1807,47.055917
Colombia,COL,2050,solar,R03C04,2461,61.295271
Colombia,COL,2050,wind,R03C04,2677,91.812736
Congo,COG,2030,solar,R03C07,87,0.935054
Congo,COG,2030,solar,R04C07,490,3.413927
Congo,COG,2030,wind,R03C07,42,0.912248
Congo,COG,2030,wind,R04C07,407,3.884483
Congo,COG,2040,solar,R03C07,87,1.674735
Congo,COG,2040,solar,R04C07,490,5.629615
Congo,COG,2040,wind,R03C07,42,1.575746
Congo,COG,2040,wind,R04C07,407,6.950225
Congo,COG,2050,solar,R03C07,87,1.789654
Congo,COG,2050,solar,R04C07,593,7.195225
Congo,COG,2050,wind,R03C07,42,1.626541
Congo,COG,2050,wind,R04C07,510,11.098067
Costa Rica,CRI,2030,solar,R03C04,204,1.38364
Costa Rica,CRI,2030,wind,R03C04,82,1.782859
Costa Rica,CRI,2040,solar,R03C04,204,2.305088
Costa Rica,CRI,2040,wind,R03C04,82,3.300753
Costa Rica,CRI,2050,solar,R03C04,205,2.828925
Costa Rica,CRI,2050,wind,R03C04,83,3.372408
Croatia,HRV,2030,solar,R02C07,317,1.259269
Croatia,HRV,2030,wind,R02C07,379,5.712284
Croatia,HRV,2040,solar,R02C07,413,2.42783
Croatia,HRV,2040,wind,R02C07,379,9.580363
Croatia,HRV,2050,solar,R02C07,417,2.469395
Croatia,HRV,2050,wind,R02C07,444,15.207822
Cuba,CUB,2030,solar,R03C04,515,9.463445
Cuba,CUB,2030,wind,R03C04,633,10.308148
Cuba,CUB,2040,solar,R03C04,516,13.891043
Cuba,CUB,2040,wind,R03C04,636,19.615125
Cuba,CUB,2050,solar,R03C04,516,14.27085
Cuba,CUB,2050,wind,R03C04,749,33.808335
Czechia,CZE,2030,solar,R02C07,506,2.218512
Czechia,CZE,2030,wind,R02C07,836,11.972862
Czechia,CZE,2040,solar,R02C07,592,3.51998
Czechia,CZE,2040,wind,R02C07,847,20.546852
Czechia,CZE,2050,solar,R02C07,592,3.57969
Czechia,CZE,2050,wind,R02C07,987,24.065804
Côte d'Ivoire,CIV,2030,solar,R03C06,1233,11.798423
Côte d'Ivoire,CIV,2030,wind,R03C06,1267,24.391717
Côte d'Ivoire,CIV,2040,solar,R03C06,1234,18.960378
Côte d'Ivoire,CIV,2040,wind,R03C06,1267,38.892099
Côte d'Ivoire,CIV,2050,solar,R03C06,1742,30.82939
Côte d'Ivoire,CIV,2050,wind,R03C06,1810,59.972642
Dem. Rep. Congo,COD,2030,solar,R03C07,199,1.210201
Dem. Rep. Congo,COD,2030,solar,R03C08,83,0.680043
Dem. Rep. Congo,COD,2030,solar,R04C07,2309,20.213602
Dem. Rep. Congo,COD,2030,wind,R03C07,101,1.415742
Dem. Rep. Congo,COD,2030,wind,R04C07,1124,7.749965
Dem. Rep. Congo,COD,2040,solar,R03C07,199,1.984668
Dem. Rep. Congo,COD,2040,solar,R03C08,83,1.051309
Dem. Rep. Congo,COD,2040,solar,R04C07,2313,33.768854
Dem. Rep. Congo,COD,2040,wind,R03C07,101,2.604026
Dem. Rep. Congo,COD,2040,wind,R04C07,1124,14.317156
Dem. Rep. Congo,COD,2050,solar,R03C07,199,2.484804
Dem. Rep. Congo,COD,2050,solar,R03C08,83,1.051346
Dem. Rep. Congo,COD,2050,solar,R04C07,3040,47.640505
Dem. Rep. Congo,COD,2050,solar,R04C08,2,0.003687
Dem. Rep. Congo,COD,2050,wind,R03C07,193,4.290833
Dem. Rep. Congo,COD,2050,wind,R03C08,21,0.149417
Dem. Rep. Congo,COD,2050,wind,R04C07,2363,34.835629
Denmark,DNK,2030,solar,R02C07,174,0.41979
Denmark,DNK,2030,wind,R02C07,341,2.962437
Denmark,DNK,2040,solar,R02C07,189,0.751553
Denmark,DNK,2040,wind,R02C07,342,5.318571
Denmark,DNK,2050,solar,R02C07,189,0.885248
Denmark,DNK,2050,wind,R02C07,475,8.023647
Djibouti,DJI,2030,solar,R03C08,104,2.34304
Djibouti,DJI,2030,wind,R03C08,88,0.996322
Djibouti,DJI,2040,solar,R03C08,104,3.295223
Djibouti,DJI,2040,wind,R03C08,88,1.862909
Djibouti,DJI,2050,solar,R03C08,104,3.891171
Djibouti,DJI,2050,wind,R03C08,97,2.852631
Dominican Rep.,DOM,2030,solar,R03C04,208,2.820879
Dominican Rep.,DOM,2030,wind,R03C04,174,2.875686
Dominican Rep.,DOM,2040,solar,R03C04,209,4.57481
Dominican Rep.,DOM,2040,wind,R03C04,174,4.83982
Dominican Rep.,DOM,2050,solar,R03C04,227,5.327308
Dominican Rep.,DOM,2050,wind,R03C04,174,5.527678
Ecuador,ECU,2030,solar,R03C04,48,0.705416
Ecuador,ECU,2030,solar,R04C04,461,4.683601
Ecuador,ECU,2030,wind,R03C04,11,0.220258
Ecuador,ECU,2030,wind,R04C04,137,4.660094
Ecuador,ECU,2040,solar,R03C04,48,1.281107
Ecuador,ECU,2040,solar,R04C04,461,7.422538
Ecuador,ECU,2040,wind,R03C04,11,0.355505
Ecuador,ECU,2040,wind,R04C04,137,8.558515
Ecuador,ECU,2050,solar,R03C04,55,1.457491
Ecuador,ECU,2050,solar,R04C04,651,9.972717
Ecuador,ECU,2050,wind,R03C04,11,0.378422
Ecuador,ECU,2050,wind,R04C04,352,12.836741
Egypt,EGY,2030,solar,R02C07,196,11.700993
Egypt,EGY,2030,solar,R02C08,429,2.288155
Egypt,EGY,2030,solar,R03C07,232,3.982304
Egypt,EGY,2030,solar,R03C08,874,25.231858
Egypt,EGY,2030,wind,R02C07,190,1.272244
Egypt,EGY,2030,wind,R02C08,167,3.745631
Egypt,EGY,2030,wind,R03C07,234,3.272997
Egypt,EGY,2030,wind,R03C08,381,2.320473
Egypt,EGY,2040,solar,R02C07,196,17.631908
Egypt,EGY,2040,solar,R02C08,429,3.908988
Egypt,EGY,2040,solar,R03C07,232,7.171653
Egypt,EGY,2040,solar,R03C08,875,41.28518
Egypt,EGY,2040,wind,R02C07,190,2.226107
Egypt,EGY,2040,wind,R02C08,167,6.619057
Egypt,EGY,2040,wind,R03C07,234,5.968372
Egypt,EGY,2040,wind,R03C08,381,3.742012
Egypt,EGY,2050,solar,R02C07,282,21.02376
Egypt,EGY,2050,solar,R02C08,437,12.829217
Egypt,EGY,2050,solar,R03C07,232,10.154061
Egypt,EGY,2050,solar,R03C08,1009,62.768858
Egypt,EGY,2050,wind,R02C07,194,3.904632
Egypt,EGY,2050,wind,R02C08,355,8.028861
Egypt,EGY,2050,wind,R03C07,270,12.493577
Egypt,EGY,2050,wind,R03C08,744,12.253309
El Salvador,SLV,2030,solar,R03C04,61,0.479322
El Salvador,SLV,2030,wind,R03C04,64,1.928139
El Salvador,SLV,2040,solar,R03C04,62,0.831729
El Salvador,SLV,2040,wind,R03C04,64,3.612034
El Salvador,SLV,2050,solar,R03C04,79,0.912172
El Salvador,SLV,2050,wind,R03C04,133,3.779992
Eq. Guinea,GNQ,2030,solar,R03C07,72,0.538437
Eq. Guinea,GNQ,2030,wind,R03C07,21,0.582604
Eq. Guinea,GNQ,2040,solar,R03C07,72,0.818534
Eq. Guinea,GNQ,2040,wind,R03C07,21,1.090926
Eq. Guinea,GNQ,2050,solar,R03C07,72,0.818539
Eq. Guinea,GNQ,2050,wind,R03C07,41,1.31573
Eritrea,ERI,2030,solar,R03C08,142,2.074611
Eritrea,ERI,2030,wind,R03C08,121,2.330307
Eritrea,ERI,2040,solar,R03C08,142,3.772081
Eritrea,ERI,2040,wind,R03C08,121,4.474372
Eritrea,ERI,2050,solar,R03C08,142,5.594376
Eritrea,ERI,2050,wind,R03C08,166,13.194497
Estonia,EST,2030,solar,R02C07,178,0.487515
Estonia,EST,2030,wind,R02C07,383,2.013652
Estonia,EST,2040,solar,R02C07,179,0.674521
Estonia,EST,2040,wind,R02C07,383,3.433224
Estonia,EST,2050,solar,R02C07,277,0.928415
Estonia,EST,2050,wind,R02C07,464,6.352646
Ethiopia,ETH,2030,solar,R03C08,2049,36.54205
Ethiopia,ETH,2030,wind,R03C08,2344,30.655256
